Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,20.089,1657370.000,-12.350
1200.000,19.540,1730670.000,-14.411
1250.000,19.324,1718630.000,-15.219
1500.000,18.447,1624870.000,-16.113
1600.000,18.422,1537850.000,-16.607
1660.000,18.860,1473300.000,-16.355
2000.000,18.760,1671450.000,-23.388
2400.000,18.759,1456670.000,-24.363
2500.000,18.948,1462890.000,-25.635
3000.000,18.672,1271020.000,-26.527
3200.000,18.731,1215880.000,-26.916
3330.000,18.590,1261260.000,-29.509
4000.000,18.441,1274980.000,-36.429
4800.000,18.406,1300160.000,-45.929
5000.000,18.313,1161220.000,-41.757
6000.000,18.180,1013490.000,-44.039
6400.000,18.174,1040250.000,-49.197
6660.000,18.164,986869.000,-48.572
8000.000,18.031,853886.000,-50.629
9600.000,18.014,773755.000,-57.100
10000.000,18.006,716947.000,-54.134
12000.000,17.855,631760.000,-58.389
12500.000,17.870,577212.000,-53.986
15000.000,17.887,525201.000,-61.995
16000.000,17.872,506784.000,-65.388
16600.000,17.856,496996.000,-67.523
20000.000,17.786,411253.000,-66.585
24000.000,17.723,354006.000,-70.980
25000.000,17.720,340145.000,-71.060
30000.000,17.675,291169.000,-75.952
32000.000,17.667,275635.000,-78.163
33300.000,17.645,264748.000,-77.724
40000.000,17.596,223106.000,-80.418
48000.000,17.546,187308.000,-82.230
50000.000,17.538,179448.000,-81.378
60000.000,17.509,150133.000,-82.069
64000.000,17.489,140811.000,-81.842
66600.000,17.477,135695.000,-82.880
80000.000,17.434,113200.000,-82.682
96000.000,17.395,94906.600,-84.694
100000.000,17.386,91170.500,-84.808
120000.000,17.353,76173.000,-85.175
125000.000,17.335,73192.500,-85.331
150000.000,17.280,61280.400,-86.355
160000.000,17.258,57517.100,-86.295
166000.000,17.248,55493.000,-86.643
200000.000,17.195,46214.500,-86.934
240000.000,17.171,38572.600,-87.240
250000.000,17.168,37044.100,-87.387
300000.000,17.139,30925.000,-87.505
320000.000,17.112,29040.400,-87.569
333000.000,17.096,27934.100,-87.607
400000.000,17.029,23348.700,-87.864
480000.000,17.052,19431.200,-87.909
500000.000,17.057,18647.400,-87.962
600000.000,17.039,15558.400,-88.136
640000.000,17.037,14588.600,-88.205
666000.000,17.037,14021.300,-88.275
800000.000,17.036,11673.700,-88.236
960000.000,17.061,9714.950,-88.333
1000000.000,17.070,9321.390,-88.300
#,#,#,#
