Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.275,8656990.000,-83.336
1200.000,17.922,7359680.000,-83.985
1250.000,17.755,7131660.000,-83.774
1500.000,16.944,6231020.000,-84.095
1600.000,17.104,5792550.000,-84.656
1660.000,17.201,5552590.000,-84.944
2000.000,17.655,4497510.000,-85.987
2400.000,17.648,3747620.000,-86.145
2500.000,17.651,3599180.000,-86.220
3000.000,17.571,3014610.000,-86.632
3200.000,17.567,2826790.000,-86.667
3330.000,17.566,2716680.000,-86.694
4000.000,17.555,2263210.000,-86.915
4800.000,17.381,1905670.000,-87.185
5000.000,17.349,1833160.000,-87.320
6000.000,17.265,1535110.000,-87.481
6400.000,17.229,1442220.000,-87.522
6660.000,17.207,1387760.000,-87.558
8000.000,17.111,1161800.000,-87.659
9600.000,17.125,967515.000,-87.868
10000.000,17.126,928801.000,-87.898
12000.000,16.983,780505.000,-87.997
12500.000,16.988,749126.000,-88.023
15000.000,17.001,623821.000,-88.132
16000.000,16.983,585456.000,-88.162
16600.000,16.972,564664.000,-88.178
20000.000,16.921,470107.000,-88.260
24000.000,16.864,393083.000,-88.314
25000.000,16.853,377640.000,-88.324
30000.000,16.825,315245.000,-88.410
32000.000,16.803,295924.000,-88.424
33300.000,16.791,284594.000,-88.433
40000.000,16.732,237752.000,-88.462
48000.000,16.690,198639.000,-88.498
50000.000,16.680,190807.000,-88.506
60000.000,16.643,159353.000,-88.539
64000.000,16.627,149541.000,-88.548
66600.000,16.617,143793.000,-88.555
80000.000,16.570,120050.000,-88.587
96000.000,16.530,100276.000,-88.611
100000.000,16.523,96310.300,-88.607
120000.000,16.487,80429.900,-88.589
125000.000,16.473,77277.300,-88.594
150000.000,16.415,64626.300,-88.630
160000.000,16.394,60665.900,-88.613
166000.000,16.382,58515.400,-88.601
200000.000,16.326,48729.100,-88.529
240000.000,16.305,40666.100,-88.654
250000.000,16.300,39050.200,-88.681
300000.000,16.268,32605.300,-88.689
320000.000,16.241,30619.500,-88.709
333000.000,16.224,29454.200,-88.727
400000.000,16.158,24621.700,-88.814
480000.000,16.180,20489.100,-88.691
500000.000,16.185,19663.100,-88.671
600000.000,16.164,16407.300,-88.663
640000.000,16.161,15384.700,-88.662
666000.000,16.159,14785.700,-88.661
800000.000,16.156,12311.400,-88.652
960000.000,16.176,10246.600,-88.633
1000000.000,16.185,9831.830,-88.629
#,#,#,#
