Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.063,9869090.0,-90.078
-1.9,16.066,9870300.0,-90.072
-1.8,16.068,9869370.0,-90.069
-1.7,16.065,9871060.0,-90.063
-1.6,16.065,9870170.0,-90.07
-1.5,16.062,9871060.0,-90.067
-1.4,16.067,9871270.0,-90.071
-1.3,16.107,9874350.0,-90.067
-1.2,16.122,9872100.0,-90.066
-1.1,16.116,9872630.0,-90.075
-1.0,16.118,9873780.0,-90.072
-0.9,16.122,9872200.0,-90.065
-0.8,16.118,9871720.0,-90.065
-0.7,16.119,9873340.0,-90.056
-0.6,16.122,9872440.0,-90.065
-0.5,16.124,9872520.0,-90.077
-0.4,16.122,9875790.0,-90.074
-0.3,16.117,9876270.0,-90.071
-0.2,16.122,9873510.0,-90.08
-0.1,16.122,9875420.0,-90.067
0.0,16.122,9875470.0,-90.081
0.1,16.122,9872070.0,-90.069
0.2,16.121,9872470.0,-90.078
0.3,16.122,9872350.0,-90.073
0.4,16.125,9873330.0,-90.071
0.5,16.123,9873040.0,-90.058
0.6,16.124,9870840.0,-90.089
0.7,16.124,9872740.0,-90.097
0.8,16.125,9872100.0,-90.084
0.9,16.119,9872490.0,-90.078
1.0,16.125,9874690.0,-90.096
1.1,16.126,9871900.0,-90.084
1.2,16.124,9872690.0,-90.071
1.3,16.123,9872790.0,-90.066
1.4,16.122,9871950.0,-90.085
1.5,16.122,9871380.0,-90.073
1.6,16.123,9871090.0,-90.083
1.7,16.121,9872310.0,-90.074
1.8,16.122,9872000.0,-90.083
1.9,16.121,9870730.0,-90.094
2.0,16.12,9873670.0,-90.082
2.1,16.119,9871540.0,-90.062
2.2,16.117,9873310.0,-90.068
2.3,16.117,9873500.0,-90.074
2.4,16.12,9871680.0,-90.056
2.5,16.116,9869540.0,-90.073
2.6,16.117,9872740.0,-90.082
2.7,16.118,9874630.0,-90.077
2.8,16.117,9872330.0,-90.083
2.9,16.119,9873430.0,-90.08
3.0,16.119,9872630.0,-90.058
