Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.849,8900500.0,-85.625
-1.9,17.857,8898520.0,-85.627
-1.8,17.853,8897700.0,-85.63
-1.7,17.855,8899960.0,-85.641
-1.6,17.841,8901650.0,-85.655
-1.5,17.848,8901730.0,-85.65
-1.4,17.852,8900130.0,-85.644
-1.3,17.846,8902190.0,-85.649
-1.2,17.836,8901280.0,-85.646
-1.1,17.832,8900470.0,-85.642
-1.0,17.838,8898830.0,-85.659
-0.9,17.837,8901410.0,-85.655
-0.8,17.832,8901790.0,-85.67
-0.7,17.838,8902580.0,-85.659
-0.6,17.832,8900340.0,-85.644
-0.5,17.827,8899400.0,-85.667
-0.4,17.823,8901000.0,-85.653
-0.3,17.828,8903100.0,-85.663
-0.2,17.828,8901410.0,-85.661
-0.1,17.836,8904130.0,-85.657
0.0,17.827,8904530.0,-85.671
0.1,17.831,8900880.0,-85.662
0.2,17.831,8902930.0,-85.663
0.3,17.833,8900290.0,-85.659
0.4,17.832,8903760.0,-85.679
0.5,17.834,8901450.0,-85.65
0.6,17.833,8893720.0,-85.638
0.7,17.836,8890200.0,-85.625
0.8,17.835,8892610.0,-85.635
0.9,17.836,8892840.0,-85.657
1.0,17.841,8892200.0,-85.661
1.1,17.84,8893670.0,-85.653
1.2,17.844,8894580.0,-85.644
1.3,17.843,8893400.0,-85.625
1.4,17.847,8891030.0,-85.643
1.5,17.844,8895470.0,-85.66
1.6,17.844,8895310.0,-85.666
1.7,17.837,8898530.0,-85.686
1.8,17.835,8899290.0,-85.668
1.9,17.842,8898960.0,-85.646
2.0,17.837,8897910.0,-85.654
2.1,17.834,8898520.0,-85.65
2.2,17.834,8896430.0,-85.654
2.3,17.832,8895890.0,-85.639
2.4,17.828,8894700.0,-85.642
2.5,17.828,8893920.0,-85.633
2.6,17.831,8892000.0,-85.642
2.7,17.829,8895250.0,-85.643
2.8,17.831,8898300.0,-85.655
2.9,17.825,8898660.0,-85.667
3.0,17.832,8900440.0,-85.668
