Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.32,9145360.0,-84.419
-1.9,17.322,9146820.0,-84.426
-1.8,17.319,9144520.0,-84.415
-1.7,17.323,9145640.0,-84.427
-1.6,17.325,9145630.0,-84.428
-1.5,17.321,9144310.0,-84.437
-1.4,17.319,9146110.0,-84.428
-1.3,17.32,9147630.0,-84.428
-1.2,17.318,9146990.0,-84.435
-1.1,17.32,9147550.0,-84.417
-1.0,17.318,9146510.0,-84.43
-0.9,17.321,9148040.0,-84.427
-0.8,17.32,9146570.0,-84.419
-0.7,17.322,9145930.0,-84.425
-0.6,17.318,9144430.0,-84.419
-0.5,17.322,9144650.0,-84.417
-0.4,17.34,9144690.0,-84.411
-0.3,17.339,9143310.0,-84.42
-0.2,17.344,9144600.0,-84.419
-0.1,17.341,9149180.0,-84.426
0.0,17.347,9143860.0,-84.421
0.1,17.342,9145460.0,-84.418
0.2,17.34,9148110.0,-84.411
0.3,17.332,9148530.0,-84.409
0.4,17.325,9145410.0,-84.431
0.5,17.329,9147610.0,-84.429
0.6,17.323,9145070.0,-84.414
0.7,17.326,9148000.0,-84.416
0.8,17.32,9147240.0,-84.433
0.9,17.324,9146450.0,-84.401
1.0,17.327,9143080.0,-84.433
1.1,17.322,9146160.0,-84.407
1.2,17.317,9143640.0,-84.414
1.3,17.322,9145980.0,-84.424
1.4,17.32,9148510.0,-84.421
1.5,17.323,9144120.0,-84.432
1.6,17.317,9147110.0,-84.433
1.7,17.32,9144970.0,-84.432
1.8,17.322,9145020.0,-84.436
1.9,17.319,9148480.0,-84.421
2.0,17.323,9147040.0,-84.423
2.1,17.321,9147280.0,-84.418
2.2,17.325,9147090.0,-84.412
2.3,17.32,9145900.0,-84.419
2.4,17.321,9146250.0,-84.44
2.5,17.32,9148970.0,-84.419
2.6,17.321,9144540.0,-84.435
2.7,17.32,9146510.0,-84.421
2.8,17.316,9146710.0,-84.433
2.9,17.32,9143780.0,-84.411
3.0,17.324,9145560.0,-84.425
