Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,20.266,7729340.000,-79.633
1200.000,19.885,6588160.000,-80.759
1250.000,19.705,6378410.000,-80.646
1500.000,18.854,5567660.000,-81.314
1600.000,19.013,5183940.000,-82.003
1660.000,19.101,4975920.000,-82.353
2000.000,19.523,4054270.000,-83.756
2400.000,19.494,3386050.000,-84.182
2500.000,19.485,3252340.000,-84.323
3000.000,19.372,2728910.000,-84.957
3200.000,19.359,2560590.000,-85.065
3330.000,19.351,2461760.000,-85.153
4000.000,19.312,2054490.000,-85.564
4800.000,19.110,1731190.000,-85.975
5000.000,19.071,1665810.000,-86.128
6000.000,18.963,1396510.000,-86.414
6400.000,18.917,1312490.000,-86.506
6660.000,18.889,1263150.000,-86.555
8000.000,18.773,1058360.000,-86.772
9600.000,18.761,882692.000,-87.064
10000.000,18.757,847626.000,-87.118
12000.000,18.594,712638.000,-87.293
12500.000,18.593,684180.000,-87.337
15000.000,18.587,570431.000,-87.515
16000.000,18.562,535499.000,-87.568
16600.000,18.547,516559.000,-87.598
20000.000,18.479,430399.000,-87.739
24000.000,18.405,360122.000,-87.845
25000.000,18.390,346017.000,-87.867
30000.000,18.347,289051.000,-87.997
32000.000,18.320,271381.000,-88.026
33300.000,18.304,261018.000,-88.043
40000.000,18.233,218157.000,-88.112
48000.000,18.177,182358.000,-88.183
50000.000,18.165,175183.000,-88.198
60000.000,18.118,146367.000,-88.261
64000.000,18.098,137377.000,-88.282
66600.000,18.085,132108.000,-88.295
80000.000,18.027,110333.000,-88.355
96000.000,17.978,92196.800,-88.399
100000.000,17.968,88559.500,-88.401
120000.000,17.925,73976.100,-88.411
125000.000,17.909,71079.400,-88.419
150000.000,17.843,59451.400,-88.471
160000.000,17.819,55812.100,-88.461
166000.000,17.806,53834.400,-88.454
200000.000,17.744,44837.600,-88.404
240000.000,17.715,37427.500,-88.534
250000.000,17.709,35942.700,-88.562
300000.000,17.672,30015.100,-88.585
320000.000,17.642,28186.400,-88.609
333000.000,17.625,27112.600,-88.623
400000.000,17.553,22664.500,-88.710
480000.000,17.571,18866.400,-88.612
500000.000,17.576,18107.000,-88.595
600000.000,17.552,15109.200,-88.595
640000.000,17.548,14168.000,-88.597
666000.000,17.546,13616.800,-88.596
800000.000,17.542,11338.700,-88.595
960000.000,17.562,9437.500,-88.584
1000000.000,17.572,9055.230,-88.590
#,#,#,#
