Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.154,11245200.0,-90.213
-1.9,14.146,11244400.0,-90.195
-1.8,14.15,11246900.0,-90.199
-1.7,14.151,11244300.0,-90.197
-1.6,14.149,11243200.0,-90.169
-1.5,14.147,11244300.0,-90.147
-1.4,14.146,11242200.0,-90.189
-1.3,14.139,11242300.0,-90.186
-1.2,14.14,11241700.0,-90.189
-1.1,14.146,11243800.0,-90.188
-1.0,14.149,11245100.0,-90.185
-0.9,14.145,11247800.0,-90.165
-0.8,14.15,11251700.0,-90.164
-0.7,14.152,11248900.0,-90.192
-0.6,14.145,11250500.0,-90.153
-0.5,14.153,11253100.0,-90.153
-0.4,14.149,11242600.0,-90.171
-0.3,14.141,11244800.0,-90.143
-0.2,14.143,11249800.0,-90.15
-0.1,14.145,11240900.0,-90.172
0.0,14.146,11250400.0,-90.176
0.1,14.147,11252200.0,-90.213
0.2,14.146,11248200.0,-90.216
0.3,14.154,11246200.0,-90.202
0.4,14.148,11247700.0,-90.216
0.5,14.152,11247100.0,-90.201
0.6,14.153,11250700.0,-90.189
0.7,14.15,11253400.0,-90.208
0.8,14.148,11251600.0,-90.224
0.9,14.156,11249800.0,-90.175
1.0,14.156,11243200.0,-90.199
1.1,14.152,11245800.0,-90.221
1.2,14.148,11244200.0,-90.196
1.3,14.155,11245900.0,-90.204
1.4,14.152,11246000.0,-90.212
1.5,14.15,11247700.0,-90.206
1.6,14.154,11245900.0,-90.186
1.7,14.149,11244700.0,-90.187
1.8,14.149,11247100.0,-90.207
1.9,14.149,11249900.0,-90.185
2.0,14.147,11246800.0,-90.159
2.1,14.151,11238700.0,-90.184
2.2,14.155,11240500.0,-90.175
2.3,14.155,11244300.0,-90.166
2.4,14.151,11236200.0,-90.211
2.5,14.148,11242100.0,-90.218
2.6,14.145,11248800.0,-90.175
2.7,14.143,11252900.0,-90.18
2.8,14.144,11248200.0,-90.207
2.9,14.143,11249200.0,-90.178
3.0,14.149,11249800.0,-90.154
