Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.951,9372760.0,-86.507
-1.9,16.95,9372410.0,-86.485
-1.8,16.951,9370130.0,-86.491
-1.7,16.952,9369480.0,-86.492
-1.6,16.951,9372540.0,-86.485
-1.5,16.957,9372890.0,-86.491
-1.4,16.953,9371390.0,-86.523
-1.3,16.954,9372140.0,-86.51
-1.2,16.954,9372630.0,-86.493
-1.1,16.95,9370180.0,-86.499
-1.0,16.953,9371680.0,-86.509
-0.9,16.952,9369520.0,-86.486
-0.8,16.953,9369250.0,-86.493
-0.7,16.967,9370710.0,-86.485
-0.6,16.96,9372530.0,-86.498
-0.5,16.958,9371950.0,-86.491
-0.4,16.957,9372540.0,-86.497
-0.3,16.959,9372360.0,-86.492
-0.2,16.959,9373090.0,-86.487
-0.1,16.957,9370220.0,-86.505
0.0,16.954,9373060.0,-86.504
0.1,16.954,9371650.0,-86.497
0.2,16.953,9374040.0,-86.502
0.3,16.949,9373340.0,-86.49
0.4,16.954,9371240.0,-86.504
0.5,16.954,9371340.0,-86.49
0.6,16.95,9370530.0,-86.503
0.7,16.948,9368500.0,-86.506
0.8,16.954,9370440.0,-86.506
0.9,16.961,9372280.0,-86.503
1.0,16.956,9373980.0,-86.51
1.1,16.96,9370140.0,-86.508
1.2,16.96,9373490.0,-86.508
1.3,16.954,9372860.0,-86.494
1.4,16.948,9372830.0,-86.49
1.5,16.956,9372010.0,-86.492
1.6,16.953,9369200.0,-86.475
1.7,16.952,9370570.0,-86.482
1.8,16.953,9370640.0,-86.483
1.9,16.946,9370370.0,-86.514
2.0,16.948,9373770.0,-86.496
2.1,16.955,9369140.0,-86.504
2.2,16.95,9370720.0,-86.503
2.3,16.953,9369260.0,-86.501
2.4,16.951,9370920.0,-86.495
2.5,16.95,9369820.0,-86.501
2.6,16.95,9370620.0,-86.499
2.7,16.952,9371230.0,-86.507
2.8,16.95,9370440.0,-86.51
2.9,16.953,9369570.0,-86.485
3.0,16.952,9369700.0,-86.505
