Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.187,9833350.0,-88.262
-1.9,16.178,9830790.0,-88.256
-1.8,16.18,9834090.0,-88.252
-1.7,16.182,9836340.0,-88.248
-1.6,16.181,9829730.0,-88.257
-1.5,16.184,9831450.0,-88.287
-1.4,16.185,9836800.0,-88.282
-1.3,16.19,9834110.0,-88.269
-1.2,16.186,9834510.0,-88.271
-1.1,16.182,9836650.0,-88.245
-1.0,16.187,9828400.0,-88.242
-0.9,16.186,9832820.0,-88.274
-0.8,16.179,9827980.0,-88.26
-0.7,16.177,9825890.0,-88.251
-0.6,16.183,9832490.0,-88.245
-0.5,16.18,9832690.0,-88.237
-0.4,16.178,9827900.0,-88.24
-0.3,16.177,9828120.0,-88.222
-0.2,16.181,9829030.0,-88.229
-0.1,16.18,9829730.0,-88.248
0.0,16.179,9833230.0,-88.268
0.1,16.182,9833220.0,-88.242
0.2,16.185,9832960.0,-88.242
0.3,16.184,9835160.0,-88.262
0.4,16.183,9831470.0,-88.242
0.5,16.179,9832140.0,-88.247
0.6,16.182,9835040.0,-88.274
0.7,16.184,9832640.0,-88.275
0.8,16.181,9831590.0,-88.269
0.9,16.18,9832960.0,-88.255
1.0,16.185,9833420.0,-88.259
1.1,16.178,9830910.0,-88.268
1.2,16.178,9832080.0,-88.25
1.3,16.18,9833550.0,-88.252
1.4,16.183,9831170.0,-88.242
1.5,16.181,9833100.0,-88.255
1.6,16.182,9835510.0,-88.255
1.7,16.181,9832980.0,-88.264
1.8,16.181,9832740.0,-88.266
1.9,16.173,9833580.0,-88.269
2.0,16.175,9834070.0,-88.281
2.1,16.184,9831170.0,-88.255
2.2,16.178,9833130.0,-88.27
2.3,16.177,9832340.0,-88.259
2.4,16.182,9833180.0,-88.284
2.5,16.18,9835190.0,-88.255
2.6,16.175,9830370.0,-88.259
2.7,16.172,9832850.0,-88.27
2.8,16.176,9832180.0,-88.255
2.9,16.177,9832560.0,-88.265
3.0,16.181,9836730.0,-88.274
