Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.567,9593360.0,-87.191
-1.9,16.57,9594100.0,-87.17
-1.8,16.574,9595980.0,-87.178
-1.7,16.575,9593170.0,-87.173
-1.6,16.579,9587950.0,-87.176
-1.5,16.575,9591150.0,-87.19
-1.4,16.577,9593050.0,-87.177
-1.3,16.576,9592640.0,-87.17
-1.2,16.575,9592820.0,-87.17
-1.1,16.577,9589420.0,-87.182
-1.0,16.579,9589780.0,-87.192
-0.9,16.575,9590950.0,-87.164
-0.8,16.579,9590490.0,-87.174
-0.7,16.578,9594200.0,-87.171
-0.6,16.576,9591190.0,-87.188
-0.5,16.577,9589850.0,-87.185
-0.4,16.578,9591900.0,-87.163
-0.3,16.576,9592440.0,-87.163
-0.2,16.575,9593580.0,-87.159
-0.1,16.577,9590130.0,-87.193
0.0,16.575,9592060.0,-87.191
0.1,16.574,9594020.0,-87.167
0.2,16.572,9593940.0,-87.179
0.3,16.571,9594440.0,-87.186
0.4,16.582,9589010.0,-87.186
0.5,16.57,9591770.0,-87.198
0.6,16.572,9596180.0,-87.17
0.7,16.569,9593430.0,-87.192
0.8,16.572,9596450.0,-87.181
0.9,16.576,9589850.0,-87.159
1.0,16.572,9589630.0,-87.191
1.1,16.569,9594240.0,-87.197
1.2,16.568,9590800.0,-87.185
1.3,16.571,9592400.0,-87.187
1.4,16.577,9589350.0,-87.16
1.5,16.572,9588120.0,-87.184
1.6,16.571,9592060.0,-87.18
1.7,16.569,9592120.0,-87.189
1.8,16.567,9590560.0,-87.197
1.9,16.577,9591780.0,-87.165
2.0,16.574,9590600.0,-87.163
2.1,16.572,9591260.0,-87.195
2.2,16.569,9591190.0,-87.188
2.3,16.567,9592460.0,-87.192
2.4,16.576,9591970.0,-87.182
2.5,16.571,9593370.0,-87.177
2.6,16.567,9592830.0,-87.192
2.7,16.571,9590530.0,-87.191
2.8,16.573,9592410.0,-87.191
2.9,16.581,9593220.0,-87.176
3.0,16.574,9592000.0,-87.174
