Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.277,9204560.0,-88.271
-1.9,17.281,9203840.0,-88.263
-1.8,17.283,9205690.0,-88.282
-1.7,17.283,9205580.0,-88.294
-1.6,17.28,9207240.0,-88.262
-1.5,17.287,9201150.0,-88.28
-1.4,17.285,9207250.0,-88.275
-1.3,17.278,9207960.0,-88.268
-1.2,17.278,9207490.0,-88.267
-1.1,17.282,9208110.0,-88.289
-1.0,17.284,9208500.0,-88.271
-0.9,17.278,9203040.0,-88.266
-0.8,17.278,9205240.0,-88.273
-0.7,17.28,9205750.0,-88.275
-0.6,17.285,9207790.0,-88.269
-0.5,17.278,9205300.0,-88.273
-0.4,17.277,9207550.0,-88.271
-0.3,17.277,9206170.0,-88.266
-0.2,17.279,9206770.0,-88.27
-0.1,17.283,9208420.0,-88.293
0.0,17.272,9208850.0,-88.284
0.1,17.279,9205780.0,-88.277
0.2,17.282,9207580.0,-88.279
0.3,17.282,9207990.0,-88.292
0.4,17.277,9204780.0,-88.279
0.5,17.279,9206950.0,-88.278
0.6,17.282,9207370.0,-88.27
0.7,17.279,9207370.0,-88.278
0.8,17.279,9207650.0,-88.28
0.9,17.279,9206060.0,-88.282
1.0,17.284,9204660.0,-88.264
1.1,17.286,9203980.0,-88.27
1.2,17.284,9202640.0,-88.273
1.3,17.285,9201910.0,-88.288
1.4,17.279,9208420.0,-88.28
1.5,17.277,9203910.0,-88.262
1.6,17.278,9204730.0,-88.301
1.7,17.275,9206580.0,-88.283
1.8,17.275,9207440.0,-88.28
1.9,17.285,9207510.0,-88.254
2.0,17.282,9206410.0,-88.27
2.1,17.281,9207980.0,-88.26
2.2,17.281,9207150.0,-88.245
2.3,17.283,9209100.0,-88.242
2.4,17.276,9204350.0,-88.296
2.5,17.278,9209050.0,-88.285
2.6,17.278,9202890.0,-88.246
2.7,17.279,9205320.0,-88.271
2.8,17.277,9203240.0,-88.281
2.9,17.282,9210380.0,-88.28
3.0,17.283,9208450.0,-88.269
