Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,29.041,4754430.0,-60.095
-1.9,29.032,4754740.0,-60.118
-1.8,29.033,4754500.0,-60.108
-1.7,29.035,4753000.0,-60.077
-1.6,29.023,4753490.0,-60.071
-1.5,29.027,4753350.0,-60.068
-1.4,29.022,4753400.0,-60.067
-1.3,29.022,4753310.0,-60.066
-1.2,29.032,4754310.0,-60.075
-1.1,29.041,4754410.0,-60.103
-1.0,29.045,4755130.0,-60.105
-0.9,29.044,4756030.0,-60.114
-0.8,29.043,4756240.0,-60.114
-0.7,29.039,4756870.0,-60.116
-0.6,29.043,4756090.0,-60.118
-0.5,29.041,4755970.0,-60.127
-0.4,29.04,4756520.0,-60.11
-0.3,29.043,4755720.0,-60.11
-0.2,29.042,4754670.0,-60.101
-0.1,29.042,4754640.0,-60.093
0.0,29.042,4753310.0,-60.076
0.1,29.043,4752370.0,-60.081
0.2,29.046,4752680.0,-60.077
0.3,29.044,4752500.0,-60.072
0.4,29.038,4752530.0,-60.07
0.5,29.045,4754710.0,-60.101
0.6,29.044,4754410.0,-60.103
0.7,29.038,4754140.0,-60.116
0.8,29.038,4755350.0,-60.125
0.9,29.046,4756530.0,-60.121
1.0,29.038,4755870.0,-60.123
1.1,29.043,4756540.0,-60.136
1.2,29.046,4757500.0,-60.148
1.3,29.041,4755920.0,-60.129
1.4,29.03,4754870.0,-60.115
1.5,29.031,4753460.0,-60.082
1.6,29.033,4751600.0,-60.064
1.7,29.024,4751120.0,-60.049
1.8,29.022,4751160.0,-60.045
1.9,29.03,4750250.0,-60.054
2.0,29.029,4752370.0,-60.083
2.1,29.026,4752950.0,-60.091
2.2,29.026,4752870.0,-60.091
2.3,29.028,4752710.0,-60.072
2.4,29.018,4752360.0,-60.052
2.5,29.026,4752660.0,-60.078
2.6,29.026,4753410.0,-60.071
2.7,29.021,4753380.0,-60.078
2.8,29.019,4752540.0,-60.075
2.9,29.018,4754250.0,-60.072
3.0,29.018,4752880.0,-60.054
