Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.641,9031050.0,-89.741
-1.9,17.627,9027510.0,-89.75
-1.8,17.621,9030630.0,-89.737
-1.7,17.622,9028850.0,-89.74
-1.6,17.631,9027420.0,-89.796
-1.5,17.633,9027240.0,-89.754
-1.4,17.629,9028760.0,-89.75
-1.3,17.63,9031490.0,-89.742
-1.2,17.637,9031490.0,-89.747
-1.1,17.63,9024910.0,-89.777
-1.0,17.633,9028230.0,-89.755
-0.9,17.637,9029460.0,-89.764
-0.8,17.636,9030200.0,-89.755
-0.7,17.634,9030460.0,-89.751
-0.6,17.627,9025180.0,-89.769
-0.5,17.634,9023980.0,-89.742
-0.4,17.636,9027690.0,-89.756
-0.3,17.635,9028430.0,-89.753
-0.2,17.631,9028440.0,-89.743
-0.1,17.634,9026400.0,-89.745
0.0,17.639,9025300.0,-89.737
0.1,17.631,9026550.0,-89.739
0.2,17.629,9028330.0,-89.731
0.3,17.633,9028470.0,-89.746
0.4,17.641,9025800.0,-89.745
0.5,17.627,9025290.0,-89.727
0.6,17.628,9027350.0,-89.749
0.7,17.626,9031280.0,-89.738
0.8,17.633,9028860.0,-89.73
0.9,17.629,9024710.0,-89.756
1.0,17.634,9025480.0,-89.76
1.1,17.633,9028700.0,-89.748
1.2,17.632,9030800.0,-89.728
1.3,17.625,9030700.0,-89.744
1.4,17.635,9027090.0,-89.756
1.5,17.636,9026520.0,-89.745
1.6,17.63,9031100.0,-89.755
1.7,17.629,9029990.0,-89.751
1.8,17.629,9031710.0,-89.762
1.9,17.635,9027290.0,-89.744
2.0,17.631,9027360.0,-89.751
2.1,17.63,9027640.0,-89.742
2.2,17.633,9032410.0,-89.744
2.3,17.63,9029680.0,-89.754
2.4,17.633,9029170.0,-89.757
2.5,17.637,9029430.0,-89.738
2.6,17.626,9035380.0,-89.754
2.7,17.625,9030190.0,-89.765
2.8,17.621,9032080.0,-89.772
2.9,17.637,9027140.0,-89.752
3.0,17.632,9030910.0,-89.766
