Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,18.425,8643940.0,-87.594
-1.9,18.424,8643810.0,-87.584
-1.8,18.423,8645050.0,-87.582
-1.7,18.424,8643210.0,-87.59
-1.6,18.425,8641770.0,-87.591
-1.5,18.418,8642210.0,-87.587
-1.4,18.422,8642020.0,-87.59
-1.3,18.422,8641840.0,-87.58
-1.2,18.421,8643030.0,-87.579
-1.1,18.418,8645390.0,-87.595
-1.0,18.418,8645340.0,-87.591
-0.9,18.42,8642600.0,-87.574
-0.8,18.414,8641820.0,-87.584
-0.7,18.412,8642350.0,-87.585
-0.6,18.415,8644550.0,-87.603
-0.5,18.414,8646560.0,-87.579
-0.4,18.412,8644640.0,-87.584
-0.3,18.414,8644880.0,-87.581
-0.2,18.411,8646470.0,-87.603
-0.1,18.41,8648310.0,-87.591
0.0,18.41,8646570.0,-87.577
0.1,18.412,8647580.0,-87.606
0.2,18.412,8648580.0,-87.591
0.3,18.407,8649090.0,-87.594
0.4,18.406,8645130.0,-87.592
0.5,18.406,8647240.0,-87.595
0.6,18.408,8647420.0,-87.597
0.7,18.409,8647160.0,-87.588
0.8,18.407,8648060.0,-87.584
0.9,18.406,8647230.0,-87.59
1.0,18.408,8645850.0,-87.588
1.1,18.409,8645460.0,-87.598
1.2,18.409,8646990.0,-87.591
1.3,18.411,8647340.0,-87.595
1.4,18.409,8649280.0,-87.59
1.5,18.407,8647890.0,-87.588
1.6,18.41,8648580.0,-87.603
1.7,18.414,8648320.0,-87.595
1.8,18.413,8646490.0,-87.592
1.9,18.401,8648240.0,-87.597
2.0,18.406,8650140.0,-87.594
2.1,18.414,8649010.0,-87.597
2.2,18.404,8649840.0,-87.593
2.3,18.409,8649730.0,-87.586
2.4,18.4,8648060.0,-87.606
2.5,18.401,8649490.0,-87.59
2.6,18.403,8649260.0,-87.592
2.7,18.408,8648650.0,-87.601
2.8,18.402,8648410.0,-87.612
2.9,18.399,8650350.0,-87.583
3.0,18.395,8650850.0,-87.61
