Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,19.349,8240160.0,-87.589
-1.9,19.345,8241410.0,-87.576
-1.8,19.345,8241540.0,-87.584
-1.7,19.347,8241750.0,-87.584
-1.6,19.348,8240200.0,-87.566
-1.5,19.341,8239840.0,-87.581
-1.4,19.337,8240540.0,-87.581
-1.3,19.337,8240800.0,-87.607
-1.2,19.338,8241470.0,-87.597
-1.1,19.336,8244640.0,-87.588
-1.0,19.335,8244140.0,-87.558
-0.9,19.341,8240150.0,-87.583
-0.8,19.338,8240130.0,-87.574
-0.7,19.337,8240230.0,-87.57
-0.6,19.328,8241530.0,-87.604
-0.5,19.33,8245300.0,-87.581
-0.4,19.326,8244500.0,-87.568
-0.3,19.322,8245920.0,-87.578
-0.2,19.323,8246360.0,-87.562
-0.1,19.324,8244420.0,-87.581
0.0,19.32,8246590.0,-87.585
0.1,19.327,8249000.0,-87.604
0.2,19.322,8249000.0,-87.603
0.3,19.321,8247400.0,-87.593
0.4,19.326,8246870.0,-87.579
0.5,19.319,8247290.0,-87.591
0.6,19.314,8248090.0,-87.601
0.7,19.313,8245870.0,-87.603
0.8,19.319,8247060.0,-87.59
0.9,19.317,8248240.0,-87.589
1.0,19.314,8246550.0,-87.59
1.1,19.315,8247210.0,-87.588
1.2,19.312,8247800.0,-87.583
1.3,19.315,8249420.0,-87.594
1.4,19.309,8251100.0,-87.594
1.5,19.316,8251460.0,-87.575
1.6,19.313,8251900.0,-87.589
1.7,19.314,8251940.0,-87.582
1.8,19.316,8251250.0,-87.6
1.9,19.307,8251580.0,-87.598
2.0,19.305,8253280.0,-87.596
2.1,19.307,8251600.0,-87.593
2.2,19.305,8252770.0,-87.598
2.3,19.302,8252270.0,-87.595
2.4,19.304,8252840.0,-87.615
2.5,19.304,8254180.0,-87.621
2.6,19.299,8253360.0,-87.607
2.7,19.301,8254140.0,-87.605
2.8,19.299,8254370.0,-87.603
2.9,19.299,8251820.0,-87.608
3.0,19.296,8251630.0,-87.612
