Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.593,8529970.000,-85.253
1200.000,18.260,7244340.000,-85.740
1250.000,18.108,7011310.000,-85.516
1500.000,17.305,6118240.000,-85.732
1600.000,17.491,5675800.000,-86.197
1660.000,17.592,5440180.000,-86.427
2000.000,18.072,4399560.000,-87.279
2400.000,18.088,3660030.000,-87.325
2500.000,18.098,3514950.000,-87.326
3000.000,18.035,2939460.000,-87.628
3200.000,18.037,2755390.000,-87.626
3330.000,18.041,2647400.000,-87.632
4000.000,18.048,2203050.000,-87.772
4800.000,17.889,1852250.000,-87.957
5000.000,17.859,1781660.000,-88.075
6000.000,17.792,1490380.000,-88.171
6400.000,17.760,1399740.000,-88.195
6660.000,17.742,1346620.000,-88.210
8000.000,17.660,1126260.000,-88.260
9600.000,17.687,937295.000,-88.401
10000.000,17.688,899567.000,-88.430
12000.000,17.557,755317.000,-88.484
12500.000,17.564,724798.000,-88.503
15000.000,17.587,603213.000,-88.568
16000.000,17.572,565998.000,-88.586
16600.000,17.563,545819.000,-88.596
20000.000,17.521,454128.000,-88.641
24000.000,17.472,379501.000,-88.665
25000.000,17.461,364537.000,-88.669
30000.000,17.439,304156.000,-88.725
32000.000,17.421,285459.000,-88.730
33300.000,17.409,274496.000,-88.732
40000.000,17.357,229202.000,-88.738
48000.000,17.320,191414.000,-88.754
50000.000,17.311,183852.000,-88.756
60000.000,17.280,153485.000,-88.769
64000.000,17.265,144015.000,-88.773
66600.000,17.256,138469.000,-88.775
80000.000,17.213,115562.000,-88.791
96000.000,17.179,96502.400,-88.800
100000.000,17.171,92675.500,-88.793
120000.000,17.138,77375.200,-88.764
125000.000,17.125,74337.900,-88.766
150000.000,17.070,62148.600,-88.789
160000.000,17.050,58334.000,-88.769
166000.000,17.038,56262.900,-88.757
200000.000,16.985,46841.500,-88.677
240000.000,16.966,39080.100,-88.789
250000.000,16.962,37526.600,-88.813
300000.000,16.932,31326.100,-88.814
320000.000,16.906,29415.400,-88.834
333000.000,16.890,28293.200,-88.845
400000.000,16.825,23644.900,-88.920
480000.000,16.850,19674.600,-88.800
500000.000,16.855,18881.300,-88.779
600000.000,16.837,15751.500,-88.767
640000.000,16.835,14768.800,-88.763
666000.000,16.834,14193.200,-88.760
800000.000,16.834,11816.100,-88.748
960000.000,16.857,9833.300,-88.729
1000000.000,16.867,9434.570,-88.735
#,#,#,#
