Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,21.134,6810740.0,-63.657
-1.9,21.127,6812740.0,-63.698
-1.8,21.117,6813630.0,-63.703
-1.7,21.108,6814860.0,-63.69
-1.6,21.111,6811870.0,-63.68
-1.5,21.113,6810380.0,-63.63
-1.4,21.1,6811640.0,-63.604
-1.3,21.091,6811400.0,-63.63
-1.2,21.082,6812780.0,-63.65
-1.1,21.085,6816590.0,-63.666
-1.0,21.076,6818160.0,-63.693
-0.9,21.055,6816840.0,-63.705
-0.8,21.056,6819620.0,-63.711
-0.7,21.053,6820480.0,-63.721
-0.6,21.06,6824340.0,-63.794
-0.5,21.056,6826930.0,-63.817
-0.4,21.04,6829510.0,-63.809
-0.3,21.031,6829570.0,-63.819
-0.2,21.025,6828630.0,-63.802
-0.1,21.035,6824910.0,-63.764
0.0,21.038,6823550.0,-63.715
0.1,21.031,6817500.0,-63.668
0.2,21.019,6816850.0,-63.656
0.3,21.007,6815950.0,-63.64
0.4,21.011,6811770.0,-63.59
0.5,21.009,6804640.0,-63.526
0.6,20.997,6803780.0,-63.477
0.7,20.986,6803510.0,-63.475
0.8,20.982,6805850.0,-63.519
0.9,20.989,6810060.0,-63.539
1.0,20.985,6811780.0,-63.56
1.1,20.97,6814770.0,-63.634
1.2,20.969,6817460.0,-63.682
1.3,20.971,6816770.0,-63.655
1.4,20.979,6815010.0,-63.626
1.5,20.969,6817490.0,-63.608
1.6,20.969,6813500.0,-63.607
1.7,20.973,6814230.0,-63.623
1.8,20.976,6815550.0,-63.63
1.9,20.972,6816700.0,-63.678
2.0,20.969,6818200.0,-63.682
2.1,20.974,6814890.0,-63.588
2.2,20.972,6812300.0,-63.543
2.3,20.97,6810600.0,-63.523
2.4,20.968,6806860.0,-63.518
2.5,20.96,6808370.0,-63.56
2.6,20.957,6820790.0,-63.652
2.7,20.954,6826880.0,-63.728
2.8,20.953,6824760.0,-63.718
2.9,20.956,6821610.0,-63.65
3.0,20.961,6824250.0,-63.706
