Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,17.190,9220370.000,-84.818
1200.000,16.871,7841440.000,-85.376
1250.000,16.706,7596260.000,-85.107
1500.000,15.913,6646240.000,-85.365
1600.000,16.089,6167520.000,-85.869
1660.000,16.197,5907520.000,-86.148
2000.000,16.673,4768250.000,-87.091
2400.000,16.701,3966550.000,-87.119
2500.000,16.702,3808190.000,-87.177
3000.000,16.645,3184780.000,-87.524
3200.000,16.651,2984730.000,-87.531
3330.000,16.656,2867730.000,-87.552
4000.000,16.669,2385400.000,-87.701
4800.000,16.516,2006220.000,-87.931
5000.000,16.488,1929580.000,-88.050
6000.000,16.427,1614020.000,-88.161
6400.000,16.398,1515890.000,-88.191
6660.000,16.381,1458190.000,-88.206
8000.000,16.305,1219570.000,-88.262
9600.000,16.337,1014360.000,-88.431
10000.000,16.343,973542.000,-88.457
12000.000,16.217,817610.000,-88.519
12500.000,16.226,784508.000,-88.537
15000.000,16.255,652619.000,-88.612
16000.000,16.242,612303.000,-88.627
16600.000,16.234,590452.000,-88.639
20000.000,16.198,491180.000,-88.686
24000.000,16.155,410408.000,-88.710
25000.000,16.146,394221.000,-88.714
30000.000,16.130,328851.000,-88.774
32000.000,16.112,308625.000,-88.779
33300.000,16.102,296770.000,-88.781
40000.000,16.056,247774.000,-88.786
48000.000,16.023,206905.000,-88.799
50000.000,16.016,198717.000,-88.802
60000.000,15.989,165876.000,-88.815
64000.000,15.976,155639.000,-88.818
66600.000,15.968,149640.000,-88.820
80000.000,15.930,124871.000,-88.835
96000.000,15.899,104269.000,-88.840
100000.000,15.893,100130.000,-88.835
120000.000,15.865,83588.300,-88.802
125000.000,15.853,80305.200,-88.803
150000.000,15.801,67138.900,-88.826
160000.000,15.783,63017.800,-88.803
166000.000,15.772,60780.000,-88.790
200000.000,15.723,50602.100,-88.705
240000.000,15.707,42213.500,-88.821
250000.000,15.704,40532.800,-88.846
300000.000,15.679,33832.800,-88.843
320000.000,15.653,31770.900,-88.862
333000.000,15.637,30560.100,-88.873
400000.000,15.576,25542.100,-88.958
480000.000,15.602,21248.300,-88.824
500000.000,15.609,20390.000,-88.802
600000.000,15.591,17010.800,-88.785
640000.000,15.589,15949.800,-88.783
666000.000,15.588,15328.400,-88.780
800000.000,15.587,12761.100,-88.765
960000.000,15.608,10620.000,-88.745
1000000.000,15.616,10189.700,-88.746
#,#,#,#
