Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,20.175,7833430.0,-82.438
-1.9,20.176,7832480.0,-82.423
-1.8,20.18,7832260.0,-82.411
-1.7,20.174,7834110.0,-82.416
-1.6,20.172,7831570.0,-82.416
-1.5,20.181,7833780.0,-82.432
-1.4,20.203,7833490.0,-82.437
-1.3,20.21,7836280.0,-82.431
-1.2,20.212,7833910.0,-82.421
-1.1,20.228,7832360.0,-82.437
-1.0,20.22,7834320.0,-82.442
-0.9,20.217,7838790.0,-82.45
-0.8,20.22,7836970.0,-82.455
-0.7,20.216,7837570.0,-82.47
-0.6,20.206,7837830.0,-82.448
-0.5,20.196,7837720.0,-82.455
-0.4,20.189,7836880.0,-82.481
-0.3,20.193,7837590.0,-82.474
-0.2,20.194,7838800.0,-82.479
-0.1,20.195,7840630.0,-82.459
0.0,20.193,7838970.0,-82.467
0.1,20.192,7839340.0,-82.491
0.2,20.186,7838810.0,-82.475
0.3,20.182,7838670.0,-82.485
0.4,20.179,7841420.0,-82.485
0.5,20.182,7841370.0,-82.479
0.6,20.181,7839520.0,-82.482
0.7,20.173,7840200.0,-82.475
0.8,20.171,7842450.0,-82.486
0.9,20.169,7842800.0,-82.507
1.0,20.169,7841660.0,-82.493
1.1,20.165,7843640.0,-82.492
1.2,20.165,7843340.0,-82.492
1.3,20.165,7844110.0,-82.481
1.4,20.166,7841680.0,-82.493
1.5,20.156,7843130.0,-82.507
1.6,20.156,7844170.0,-82.516
1.7,20.155,7846640.0,-82.515
1.8,20.151,7845320.0,-82.519
1.9,20.152,7843650.0,-82.508
2.0,20.15,7844680.0,-82.53
2.1,20.147,7844900.0,-82.519
2.2,20.147,7843400.0,-82.519
2.3,20.144,7844090.0,-82.521
2.4,20.149,7846590.0,-82.513
2.5,20.145,7843910.0,-82.514
2.6,20.143,7846280.0,-82.522
2.7,20.145,7846430.0,-82.511
2.8,20.144,7848230.0,-82.522
2.9,20.148,7847460.0,-82.527
3.0,20.14,7847110.0,-82.514
