Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,25.295,66350.9,-0.602
-1.9,25.312,66338.4,-0.602
-1.8,25.348,66342.6,-0.604
-1.7,25.28,66335.2,-0.601
-1.6,25.325,66336.2,-0.601
-1.5,25.298,66339.1,-0.602
-1.4,25.29,66329.1,-0.602
-1.3,25.272,66325.4,-0.601
-1.2,25.264,66312.8,-0.601
-1.1,25.284,66341.8,-0.601
-1.0,25.229,66336.7,-0.601
-0.9,25.217,66339.2,-0.601
-0.8,25.286,66339.7,-0.602
-0.7,25.318,66335.1,-0.603
-0.6,25.311,66347.9,-0.604
-0.5,25.293,66338.2,-0.603
-0.4,25.304,66342.2,-0.602
-0.3,25.315,66339.3,-0.603
-0.2,25.287,66347.7,-0.601
-0.1,25.229,66353.8,-0.602
0.0,25.337,66349.6,-0.603
0.1,25.317,66354.2,-0.602
0.2,25.233,66360.1,-0.601
0.3,25.231,66366.6,-0.602
0.4,25.238,66363.1,-0.601
0.5,25.23,66361.4,-0.601
0.6,25.239,66361.5,-0.601
0.7,25.272,66368.8,-0.602
0.8,25.283,66377.6,-0.602
0.9,25.294,66373.4,-0.602
1.0,25.22,66357.0,-0.602
1.1,25.258,66352.4,-0.603
1.2,25.245,66344.4,-0.603
1.3,25.21,66345.5,-0.601
1.4,25.277,66353.4,-0.601
1.5,25.27,66361.6,-0.602
1.6,25.274,66363.5,-0.602
1.7,25.253,66354.8,-0.6
1.8,25.222,66336.3,-0.601
1.9,25.176,66338.6,-0.602
2.0,25.166,66334.2,-0.6
2.1,25.162,66335.2,-0.601
2.2,25.196,66333.3,-0.602
2.3,25.232,66338.4,-0.603
2.4,25.191,66335.5,-0.603
2.5,25.179,66335.6,-0.603
2.6,25.259,66341.0,-0.603
2.7,25.235,66340.2,-0.603
2.8,25.193,66335.1,-0.601
2.9,25.146,66333.2,-0.602
3.0,25.197,66331.3,-0.603
