Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.373,10342200.000,-87.682
1200.000,15.101,8782040.000,-87.905
1250.000,14.957,8504360.000,-87.562
1500.000,14.232,7456510.000,-87.543
1600.000,14.413,6897320.000,-88.058
1660.000,14.514,6600450.000,-88.309
2000.000,15.043,5286890.000,-88.963
2400.000,15.103,4386050.000,-88.748
2500.000,15.121,4210300.000,-88.745
3000.000,15.094,3514500.000,-88.919
3200.000,15.109,3291810.000,-88.857
3330.000,15.119,3161210.000,-88.826
4000.000,15.160,2624900.000,-88.831
4800.000,15.027,2206050.000,-88.936
5000.000,15.002,2121730.000,-89.050
6000.000,14.961,1773040.000,-89.050
6400.000,14.938,1664740.000,-89.046
6660.000,14.924,1601330.000,-89.040
8000.000,14.864,1338290.000,-89.009
9600.000,14.912,1111770.000,-89.103
10000.000,14.923,1066560.000,-89.114
12000.000,14.812,895466.000,-89.118
12500.000,14.823,859013.000,-89.122
15000.000,14.865,713788.000,-89.142
16000.000,14.858,669523.000,-89.142
16600.000,14.853,645539.000,-89.143
20000.000,14.828,536654.000,-89.150
24000.000,14.798,448142.000,-89.136
25000.000,14.791,430411.000,-89.135
30000.000,14.786,358796.000,-89.166
32000.000,14.773,336670.000,-89.161
33300.000,14.765,323697.000,-89.157
40000.000,14.730,270128.000,-89.135
48000.000,14.708,225441.000,-89.126
50000.000,14.703,216495.000,-89.124
60000.000,14.686,180608.000,-89.117
64000.000,14.677,169435.000,-89.114
66600.000,14.671,162888.000,-89.112
80000.000,14.643,135858.000,-89.111
96000.000,14.623,113380.000,-89.097
100000.000,14.618,108872.000,-89.089
120000.000,14.598,90842.300,-89.039
125000.000,14.589,87271.100,-89.037
150000.000,14.546,72939.300,-89.049
160000.000,14.530,68454.900,-89.020
166000.000,14.522,66018.500,-89.002
200000.000,14.481,54947.600,-88.894
240000.000,14.473,45818.100,-89.012
250000.000,14.472,43994.100,-89.037
300000.000,14.453,36709.900,-89.024
320000.000,14.430,34470.700,-89.040
333000.000,14.416,33155.800,-89.050
400000.000,14.361,27707.000,-89.131
480000.000,14.394,23036.900,-88.977
500000.000,14.401,22103.700,-88.950
600000.000,14.388,18435.500,-88.923
640000.000,14.388,17284.000,-88.918
666000.000,14.387,16609.800,-88.912
800000.000,14.389,13825.100,-88.888
960000.000,14.411,11503.900,-88.862
1000000.000,14.419,11037.100,-88.868
#,#,#,#
