Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.458,10280800.000,-88.205
1200.000,15.211,8715640.000,-88.519
1250.000,15.076,8441820.000,-88.152
1500.000,14.345,7390540.000,-88.257
1600.000,14.558,6832660.000,-88.671
1660.000,14.673,6531150.000,-88.861
2000.000,15.211,5232140.000,-89.556
2400.000,15.285,4333650.000,-89.377
2500.000,15.310,4157390.000,-89.319
3000.000,15.302,3466670.000,-89.482
3200.000,15.325,3245140.000,-89.409
3330.000,15.339,3115510.000,-89.389
4000.000,15.398,2583960.000,-89.374
4800.000,15.284,2169370.000,-89.451
5000.000,15.265,2085220.000,-89.562
6000.000,15.239,1740590.000,-89.540
6400.000,15.222,1633630.000,-89.528
6660.000,15.213,1570980.000,-89.521
8000.000,15.169,1311550.000,-89.470
9600.000,15.230,1088480.000,-89.526
10000.000,15.241,1044220.000,-89.534
12000.000,15.142,875907.000,-89.508
12500.000,15.156,840086.000,-89.511
15000.000,15.210,697572.000,-89.501
16000.000,15.205,654188.000,-89.495
16600.000,15.202,630682.000,-89.491
20000.000,15.188,523950.000,-89.469
24000.000,15.165,437278.000,-89.434
25000.000,15.160,419923.000,-89.426
30000.000,15.163,349880.000,-89.435
32000.000,15.152,328239.000,-89.418
33300.000,15.146,315559.000,-89.411
40000.000,15.116,263208.000,-89.369
48000.000,15.099,219588.000,-89.340
50000.000,15.095,210853.000,-89.333
60000.000,15.083,175848.000,-89.308
64000.000,15.075,164948.000,-89.299
66600.000,15.070,158565.000,-89.293
80000.000,15.046,132213.000,-89.276
96000.000,15.027,110315.000,-89.249
100000.000,15.025,105921.000,-89.238
120000.000,15.008,88362.200,-89.175
125000.000,14.999,84880.900,-89.170
150000.000,14.959,70924.100,-89.170
160000.000,14.944,66558.000,-89.138
166000.000,14.935,64187.700,-89.118
200000.000,14.897,53413.000,-89.004
240000.000,14.891,44530.300,-89.108
250000.000,14.889,42752.000,-89.130
300000.000,14.873,35667.400,-89.109
320000.000,14.850,33489.700,-89.123
333000.000,14.836,32211.200,-89.132
400000.000,14.783,26915.000,-89.205
480000.000,14.816,22376.200,-89.046
500000.000,14.824,21469.700,-89.019
600000.000,14.812,17905.000,-88.987
640000.000,14.812,16786.500,-88.980
666000.000,14.812,16131.900,-88.974
800000.000,14.817,13426.000,-88.945
960000.000,14.841,11171.100,-88.912
1000000.000,14.849,10718.400,-88.916
#,#,#,#
