Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.287,9769720.0,-88.234
-1.9,16.284,9767750.0,-88.243
-1.8,16.286,9767180.0,-88.245
-1.7,16.285,9769230.0,-88.243
-1.6,16.283,9769130.0,-88.266
-1.5,16.283,9768050.0,-88.245
-1.4,16.288,9767150.0,-88.25
-1.3,16.288,9767130.0,-88.254
-1.2,16.286,9767300.0,-88.239
-1.1,16.282,9769490.0,-88.262
-1.0,16.282,9771960.0,-88.256
-0.9,16.287,9768790.0,-88.267
-0.8,16.29,9772430.0,-88.272
-0.7,16.291,9773190.0,-88.264
-0.6,16.281,9766600.0,-88.229
-0.5,16.286,9767270.0,-88.259
-0.4,16.293,9771400.0,-88.233
-0.3,16.29,9770480.0,-88.239
-0.2,16.293,9767830.0,-88.246
-0.1,16.28,9769950.0,-88.28
0.0,16.289,9768700.0,-88.235
0.1,16.289,9764530.0,-88.274
0.2,16.288,9768010.0,-88.268
0.3,16.294,9772130.0,-88.267
0.4,16.282,9768400.0,-88.251
0.5,16.289,9767840.0,-88.259
0.6,16.289,9766010.0,-88.236
0.7,16.287,9768280.0,-88.232
0.8,16.288,9766560.0,-88.256
0.9,16.283,9769200.0,-88.263
1.0,16.285,9770580.0,-88.237
1.1,16.285,9768210.0,-88.247
1.2,16.285,9770190.0,-88.25
1.3,16.285,9768700.0,-88.249
1.4,16.286,9767410.0,-88.257
1.5,16.289,9770320.0,-88.266
1.6,16.287,9770940.0,-88.24
1.7,16.287,9767890.0,-88.255
1.8,16.288,9772180.0,-88.248
1.9,16.282,9767650.0,-88.267
2.0,16.291,9765860.0,-88.249
2.1,16.291,9765760.0,-88.276
2.2,16.288,9768520.0,-88.262
2.3,16.291,9769420.0,-88.266
2.4,16.284,9767270.0,-88.248
2.5,16.284,9767970.0,-88.254
2.6,16.291,9767600.0,-88.239
2.7,16.289,9765440.0,-88.229
2.8,16.287,9764730.0,-88.246
2.9,16.285,9771960.0,-88.263
3.0,16.289,9768900.0,-88.234
