Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.421,9055220.0,-82.25
-1.9,17.424,9054730.0,-82.231
-1.8,17.423,9053690.0,-82.216
-1.7,17.424,9052140.0,-82.203
-1.6,17.416,9048400.0,-82.22
-1.5,17.419,9049060.0,-82.234
-1.4,17.424,9050550.0,-82.211
-1.3,17.425,9049740.0,-82.195
-1.2,17.422,9052160.0,-82.21
-1.1,17.413,9049300.0,-82.249
-1.0,17.412,9053390.0,-82.256
-0.9,17.416,9053830.0,-82.224
-0.8,17.414,9054640.0,-82.238
-0.7,17.413,9053330.0,-82.236
-0.6,17.416,9050440.0,-82.252
-0.5,17.418,9051290.0,-82.256
-0.4,17.414,9052200.0,-82.228
-0.3,17.415,9054210.0,-82.239
-0.2,17.414,9053030.0,-82.256
-0.1,17.424,9050600.0,-82.25
0.0,17.418,9051590.0,-82.272
0.1,17.414,9052100.0,-82.242
0.2,17.416,9052880.0,-82.238
0.3,17.418,9050900.0,-82.233
0.4,17.427,9052350.0,-82.249
0.5,17.421,9051950.0,-82.247
0.6,17.414,9051580.0,-82.222
0.7,17.415,9051710.0,-82.23
0.8,17.413,9050900.0,-82.228
0.9,17.419,9052700.0,-82.251
1.0,17.418,9054540.0,-82.256
1.1,17.415,9053180.0,-82.228
1.2,17.417,9053240.0,-82.218
1.3,17.419,9053840.0,-82.225
1.4,17.432,9051180.0,-82.26
1.5,17.419,9051570.0,-82.255
1.6,17.416,9055230.0,-82.231
1.7,17.414,9052720.0,-82.225
1.8,17.415,9054350.0,-82.222
1.9,17.425,9049480.0,-82.24
2.0,17.418,9052850.0,-82.261
2.1,17.419,9052490.0,-82.215
2.2,17.421,9051820.0,-82.214
2.3,17.417,9050540.0,-82.224
2.4,17.418,9049080.0,-82.214
2.5,17.416,9050420.0,-82.243
2.6,17.421,9052960.0,-82.221
2.7,17.421,9051780.0,-82.219
2.8,17.422,9051310.0,-82.224
2.9,17.422,9049480.0,-82.232
3.0,17.419,9049770.0,-82.23
