Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,18.715,7969910.0,-69.621
-1.9,18.722,7973300.0,-69.629
-1.8,18.723,7972870.0,-69.606
-1.7,18.723,7971800.0,-69.596
-1.6,18.713,7970890.0,-69.6
-1.5,18.719,7974290.0,-69.612
-1.4,18.713,7971740.0,-69.614
-1.3,18.717,7972060.0,-69.629
-1.2,18.715,7973310.0,-69.649
-1.1,18.714,7977600.0,-69.652
-1.0,18.704,7976530.0,-69.648
-0.9,18.711,7978600.0,-69.648
-0.8,18.71,7979340.0,-69.628
-0.7,18.704,7976530.0,-69.63
-0.6,18.714,7977020.0,-69.677
-0.5,18.709,7979940.0,-69.676
-0.4,18.706,7976680.0,-69.67
-0.3,18.713,7978140.0,-69.693
-0.2,18.72,7977670.0,-69.681
-0.1,18.711,7974970.0,-69.657
0.0,18.71,7977450.0,-69.709
0.1,18.71,7980190.0,-69.696
0.2,18.71,7977730.0,-69.699
0.3,18.703,7977060.0,-69.7
0.4,18.718,7983040.0,-69.712
0.5,18.714,7980430.0,-69.711
0.6,18.715,7980300.0,-69.73
0.7,18.714,7981410.0,-69.725
0.8,18.719,7981130.0,-69.72
0.9,18.709,7982330.0,-69.715
1.0,18.705,7981290.0,-69.717
1.1,18.712,7978660.0,-69.718
1.2,18.708,7981770.0,-69.703
1.3,18.707,7979560.0,-69.703
1.4,18.719,7978800.0,-69.686
1.5,18.717,7979700.0,-69.692
1.6,18.711,7980860.0,-69.673
1.7,18.712,7978770.0,-69.669
1.8,18.715,7976910.0,-69.668
1.9,18.714,7978150.0,-69.704
2.0,18.707,7977950.0,-69.688
2.1,18.712,7976010.0,-69.701
2.2,18.712,7980210.0,-69.706
2.3,18.712,7981970.0,-69.695
2.4,18.713,7976640.0,-69.647
2.5,18.718,7975860.0,-69.678
2.6,18.714,7979520.0,-69.66
2.7,18.715,7977490.0,-69.667
2.8,18.712,7975690.0,-69.663
2.9,18.708,7979660.0,-69.682
3.0,18.707,7980110.0,-69.662
