Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-3.0,93.486,267341.0,-9.061
-2.9,93.433,267463.0,-9.063
-2.8,93.439,267480.0,-9.063
-2.7,93.508,267508.0,-9.063
-2.6,93.653,267460.0,-9.063
-2.5,93.665,267463.0,-9.064
-2.4,93.44,267632.0,-9.064
-2.3,93.438,267764.0,-9.064
-2.2,93.523,267754.0,-9.066
-2.1,93.541,267942.0,-9.066
-2.0,93.526,268103.0,-9.065
-1.9,93.421,268325.0,-9.064
-1.8,93.34,268480.0,-9.067
-1.7,93.385,268485.0,-9.069
-1.6,93.473,268450.0,-9.067
-1.5,93.509,268463.0,-9.068
-1.4,93.568,268575.0,-9.067
-1.3,93.417,268628.0,-9.067
-1.2,93.232,268642.0,-9.067
-1.1,93.14,268662.0,-9.067
-1.0,93.053,268784.0,-9.07
-0.9,92.99,268900.0,-9.07
-0.8,92.926,268940.0,-9.069
-0.7,92.898,268923.0,-9.07
-0.6,92.938,268866.0,-9.07
-0.5,92.965,268851.0,-9.07
-0.4,92.966,268864.0,-9.068
-0.3,92.955,268901.0,-9.07
-0.2,93.411,268916.0,-9.07
-0.1,96.235,268898.0,-9.069
0.0,96.489,268862.0,-9.068
0.1,96.546,268877.0,-9.069
0.2,96.418,268975.0,-9.069
0.3,95.754,269122.0,-9.07
0.4,95.329,269220.0,-9.07
0.5,94.984,269244.0,-9.071
0.6,94.734,269214.0,-9.072
0.7,94.327,269167.0,-9.07
0.8,94.034,269107.0,-9.069
0.9,93.899,269075.0,-9.069
1.0,93.849,269071.0,-9.069
1.1,93.854,269059.0,-9.07
1.2,93.878,269404.0,-9.073
1.3,93.937,269588.0,-9.074
1.4,93.985,269826.0,-9.077
1.5,94.048,269964.0,-9.076
1.6,94.124,269912.0,-9.075
1.7,94.179,269840.0,-9.075
1.8,94.233,269928.0,-9.074
1.9,94.263,270007.0,-9.075
2.0,94.024,269931.0,-9.074
