Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,19.784,7881650.0,-77.734
-1.9,19.78,7885970.0,-77.757
-1.8,19.766,7887380.0,-77.769
-1.7,19.767,7886750.0,-77.742
-1.6,19.766,7884840.0,-77.776
-1.5,19.767,7885890.0,-77.751
-1.4,19.768,7888250.0,-77.769
-1.3,19.756,7885460.0,-77.756
-1.2,19.765,7882710.0,-77.743
-1.1,19.758,7886400.0,-77.759
-1.0,19.76,7886020.0,-77.738
-0.9,19.759,7885280.0,-77.754
-0.8,19.76,7885570.0,-77.747
-0.7,19.758,7882660.0,-77.737
-0.6,19.755,7885180.0,-77.747
-0.5,19.754,7883210.0,-77.737
-0.4,19.75,7883130.0,-77.721
-0.3,19.755,7884030.0,-77.746
-0.2,19.744,7882430.0,-77.744
-0.1,19.758,7882800.0,-77.727
0.0,19.746,7881610.0,-77.731
0.1,19.754,7882210.0,-77.707
0.2,19.743,7882320.0,-77.723
0.3,19.74,7882680.0,-77.726
0.4,19.746,7882390.0,-77.698
0.5,19.738,7882880.0,-77.757
0.6,19.741,7882010.0,-77.732
0.7,19.737,7885270.0,-77.767
0.8,19.747,7886850.0,-77.776
0.9,19.739,7888170.0,-77.748
1.0,19.735,7889340.0,-77.793
1.1,19.739,7890650.0,-77.792
1.2,19.742,7891410.0,-77.806
1.3,19.739,7892310.0,-77.815
1.4,19.731,7892150.0,-77.828
1.5,19.735,7892990.0,-77.818
1.6,19.731,7891620.0,-77.826
1.7,19.736,7894030.0,-77.804
1.8,19.737,7892150.0,-77.787
1.9,19.725,7891450.0,-77.805
2.0,19.728,7892360.0,-77.776
2.1,19.731,7891590.0,-77.788
2.2,19.733,7892880.0,-77.76
2.3,19.733,7888020.0,-77.745
2.4,19.733,7889730.0,-77.755
2.5,19.736,7886660.0,-77.733
2.6,19.734,7887230.0,-77.722
2.7,19.738,7888330.0,-77.727
2.8,19.733,7886590.0,-77.729
2.9,19.745,7887010.0,-77.746
3.0,19.734,7887140.0,-77.743
