Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,23.488,6359.44,-0.054
-1.9,23.485,6361.8,-0.054
-1.8,23.648,6364.93,-0.055
-1.7,23.987,6361.35,-0.055
-1.6,24.0,6362.71,-0.055
-1.5,23.713,6363.45,-0.055
-1.4,24.047,6362.43,-0.055
-1.3,24.122,6362.44,-0.055
-1.2,23.674,6363.47,-0.053
-1.1,24.005,6362.98,-0.054
-1.0,24.054,6363.84,-0.054
-0.9,23.715,6364.38,-0.055
-0.8,23.526,6363.27,-0.054
-0.7,23.711,6363.53,-0.055
-0.6,23.364,6363.66,-0.055
-0.5,23.646,6364.51,-0.054
-0.4,23.84,6364.96,-0.053
-0.3,23.884,6364.61,-0.054
-0.2,24.333,6365.17,-0.054
-0.1,23.932,6365.76,-0.055
0.0,23.644,6368.39,-0.055
0.1,24.01,6374.34,-0.055
0.2,24.086,6373.13,-0.054
0.3,23.433,6373.48,-0.054
0.4,23.655,6373.51,-0.053
0.5,23.781,6375.3,-0.055
0.6,23.904,6376.58,-0.054
0.7,23.28,6371.51,-0.054
0.8,23.276,6373.97,-0.054
0.9,23.65,6373.51,-0.054
1.0,23.251,6372.19,-0.054
1.1,23.063,6372.28,-0.054
1.2,23.454,6372.52,-0.055
1.3,23.904,6373.31,-0.055
1.4,24.1,6373.61,-0.055
1.5,23.725,6375.0,-0.054
1.6,23.818,6375.12,-0.055
1.7,23.951,6374.31,-0.054
1.8,23.918,6376.24,-0.053
1.9,23.783,6376.93,-0.055
2.0,24.192,6376.91,-0.054
2.1,23.732,6375.2,-0.054
2.2,23.941,6374.8,-0.054
2.3,23.952,6374.72,-0.054
2.4,23.407,6375.44,-0.055
2.5,23.408,6376.74,-0.054
2.6,23.582,6376.53,-0.054
2.7,23.665,6378.0,-0.055
2.8,24.116,6378.09,-0.055
2.9,24.111,6378.48,-0.054
3.0,23.678,6379.28,-0.055
