Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.095,9308550.0,-89.586
-1.9,17.095,9310170.0,-89.577
-1.8,17.103,9310670.0,-89.579
-1.7,17.101,9307880.0,-89.574
-1.6,17.102,9308720.0,-89.555
-1.5,17.103,9306870.0,-89.557
-1.4,17.099,9309940.0,-89.572
-1.3,17.103,9311190.0,-89.583
-1.2,17.103,9310540.0,-89.582
-1.1,17.1,9310710.0,-89.573
-1.0,17.105,9312710.0,-89.562
-0.9,17.098,9308080.0,-89.558
-0.8,17.099,9312280.0,-89.568
-0.7,17.102,9311600.0,-89.558
-0.6,17.092,9313500.0,-89.57
-0.5,17.101,9315120.0,-89.57
-0.4,17.1,9311340.0,-89.557
-0.3,17.099,9313170.0,-89.555
-0.2,17.097,9314790.0,-89.555
-0.1,17.1,9314470.0,-89.559
0.0,17.094,9314640.0,-89.573
0.1,17.097,9316080.0,-89.574
0.2,17.096,9314530.0,-89.58
0.3,17.097,9314670.0,-89.572
0.4,17.097,9312660.0,-89.573
0.5,17.093,9315870.0,-89.577
0.6,17.093,9316250.0,-89.569
0.7,17.095,9315000.0,-89.578
0.8,17.093,9314720.0,-89.594
0.9,17.094,9314080.0,-89.57
1.0,17.093,9313990.0,-89.579
1.1,17.096,9313380.0,-89.587
1.2,17.092,9312420.0,-89.577
1.3,17.092,9311440.0,-89.575
1.4,17.094,9312210.0,-89.571
1.5,17.099,9313620.0,-89.566
1.6,17.094,9312940.0,-89.562
1.7,17.095,9313470.0,-89.571
1.8,17.097,9312390.0,-89.583
1.9,17.093,9313440.0,-89.598
2.0,17.094,9313460.0,-89.576
2.1,17.093,9311890.0,-89.555
2.2,17.088,9312650.0,-89.561
2.3,17.091,9314710.0,-89.571
2.4,17.094,9311560.0,-89.565
2.5,17.097,9311170.0,-89.577
2.6,17.098,9311950.0,-89.572
2.7,17.096,9314180.0,-89.565
2.8,17.09,9314100.0,-89.561
2.9,17.099,9312170.0,-89.556
3.0,17.092,9312820.0,-89.569
