Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.781,8943930.0,-88.29
-1.9,17.78,8945520.0,-88.303
-1.8,17.783,8944520.0,-88.297
-1.7,17.784,8946260.0,-88.295
-1.6,17.784,8945900.0,-88.283
-1.5,17.784,8945600.0,-88.285
-1.4,17.787,8944860.0,-88.3
-1.3,17.786,8944830.0,-88.299
-1.2,17.79,8946620.0,-88.288
-1.1,17.783,8947050.0,-88.29
-1.0,17.785,8946830.0,-88.295
-0.9,17.786,8944960.0,-88.275
-0.8,17.787,8947440.0,-88.275
-0.7,17.784,8945640.0,-88.279
-0.6,17.776,8946660.0,-88.3
-0.5,17.778,8946300.0,-88.296
-0.4,17.783,8947450.0,-88.318
-0.3,17.781,8949670.0,-88.308
-0.2,17.779,8949560.0,-88.3
-0.1,17.782,8943860.0,-88.309
0.0,17.779,8948120.0,-88.303
0.1,17.774,8945190.0,-88.312
0.2,17.777,8945800.0,-88.327
0.3,17.778,8948340.0,-88.311
0.4,17.787,8944810.0,-88.274
0.5,17.781,8944400.0,-88.309
0.6,17.781,8944390.0,-88.296
0.7,17.786,8945260.0,-88.308
0.8,17.787,8945710.0,-88.304
0.9,17.782,8947440.0,-88.291
1.0,17.783,8944320.0,-88.288
1.1,17.787,8945280.0,-88.295
1.2,17.785,8943530.0,-88.299
1.3,17.784,8944330.0,-88.284
1.4,17.78,8946810.0,-88.287
1.5,17.784,8945370.0,-88.29
1.6,17.784,8945910.0,-88.274
1.7,17.779,8945520.0,-88.286
1.8,17.78,8945950.0,-88.284
1.9,17.787,8946380.0,-88.299
2.0,17.784,8946770.0,-88.3
2.1,17.777,8949420.0,-88.299
2.2,17.782,8947960.0,-88.276
2.3,17.779,8947020.0,-88.286
2.4,17.784,8945890.0,-88.291
2.5,17.782,8945540.0,-88.283
2.6,17.783,8945280.0,-88.304
2.7,17.78,8945690.0,-88.306
2.8,17.783,8946740.0,-88.306
2.9,17.782,8947090.0,-88.277
3.0,17.785,8944260.0,-88.289
