Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.2,11195500.0,-90.252
-1.9,14.203,11210200.0,-90.27
-1.8,14.203,11212500.0,-90.255
-1.7,14.202,11211500.0,-90.245
-1.6,14.192,11206800.0,-90.183
-1.5,14.195,11202800.0,-90.209
-1.4,14.199,11209300.0,-90.213
-1.3,14.2,11209300.0,-90.216
-1.2,14.205,11210100.0,-90.208
-1.1,14.193,11198900.0,-90.223
-1.0,14.196,11203700.0,-90.241
-0.9,14.202,11206100.0,-90.178
-0.8,14.202,11206500.0,-90.165
-0.7,14.203,11204100.0,-90.191
-0.6,14.203,11203500.0,-90.24
-0.5,14.199,11211400.0,-90.229
-0.4,14.2,11201700.0,-90.224
-0.3,14.203,11204100.0,-90.219
-0.2,14.201,11208400.0,-90.224
-0.1,14.208,11208700.0,-90.195
0.0,14.205,11204500.0,-90.186
0.1,14.199,11210600.0,-90.225
0.2,14.201,11212700.0,-90.233
0.3,14.202,11210400.0,-90.222
0.4,14.206,11203300.0,-90.194
0.5,14.206,11205200.0,-90.204
0.6,14.201,11209800.0,-90.206
0.7,14.203,11207200.0,-90.217
0.8,14.204,11208400.0,-90.206
0.9,14.208,11210300.0,-90.196
1.0,14.205,11215700.0,-90.213
1.1,14.203,11211400.0,-90.211
1.2,14.2,11209300.0,-90.197
1.3,14.204,11206900.0,-90.203
1.4,14.201,11210800.0,-90.222
1.5,14.199,11205800.0,-90.199
1.6,14.204,11207200.0,-90.208
1.7,14.204,11207700.0,-90.222
1.8,14.2,11207200.0,-90.219
1.9,14.199,11209100.0,-90.227
2.0,14.201,11209600.0,-90.239
2.1,14.205,11205800.0,-90.244
2.2,14.204,11211800.0,-90.241
2.3,14.208,11213700.0,-90.229
2.4,14.186,11203200.0,-90.198
2.5,14.2,11205200.0,-90.231
2.6,14.201,11209400.0,-90.218
2.7,14.204,11208100.0,-90.199
2.8,14.2,11204300.0,-90.206
2.9,14.193,11205200.0,-90.23
3.0,14.207,11207200.0,-90.217
