Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,21.545,6514930.0,-61.338
-1.9,21.54,6513330.0,-61.325
-1.8,21.533,6512130.0,-61.302
-1.7,21.526,6513420.0,-61.329
-1.6,21.52,6516900.0,-61.346
-1.5,21.516,6517380.0,-61.349
-1.4,21.52,6517140.0,-61.362
-1.3,21.502,6518910.0,-61.356
-1.2,21.492,6518990.0,-61.358
-1.1,21.5,6519610.0,-61.389
-1.0,21.507,6520780.0,-61.4
-0.9,21.494,6522500.0,-61.416
-0.8,21.485,6522390.0,-61.412
-0.7,21.483,6522450.0,-61.42
-0.6,21.487,6522420.0,-61.424
-0.5,21.492,6520910.0,-61.417
-0.4,21.474,6520030.0,-61.402
-0.3,21.471,6518630.0,-61.396
-0.2,21.472,6519500.0,-61.396
-0.1,21.471,6520340.0,-61.406
0.0,21.471,6521110.0,-61.418
0.1,21.476,6523740.0,-61.433
0.2,21.476,6523730.0,-61.44
0.3,21.479,6524640.0,-61.455
0.4,21.471,6523140.0,-61.409
0.5,21.468,6523150.0,-61.45
0.6,21.488,6526230.0,-61.449
0.7,21.486,6527340.0,-61.454
0.8,21.481,6526660.0,-61.446
0.9,21.474,6521890.0,-61.45
1.0,21.458,6526230.0,-61.462
1.1,21.459,6524850.0,-61.442
1.2,21.455,6523950.0,-61.442
1.3,21.453,6522910.0,-61.448
1.4,21.441,6527210.0,-61.488
1.5,21.435,6527680.0,-61.46
1.6,21.451,6523500.0,-61.464
1.7,21.452,6524170.0,-61.466
1.8,21.448,6524480.0,-61.468
1.9,21.438,6529300.0,-61.451
2.0,21.431,6526500.0,-61.441
2.1,21.438,6527020.0,-61.472
2.2,21.439,6528370.0,-61.469
2.3,21.438,6530020.0,-61.47
2.4,21.436,6527100.0,-61.434
2.5,21.437,6526680.0,-61.466
2.6,21.435,6530870.0,-61.456
2.7,21.432,6529440.0,-61.45
2.8,21.43,6528320.0,-61.447
2.9,21.427,6526070.0,-61.468
3.0,21.44,6527460.0,-61.473
