Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.638,10877300.0,-88.141
-1.9,14.637,10874700.0,-88.157
-1.8,14.635,10873400.0,-88.165
-1.7,14.633,10874600.0,-88.155
-1.6,14.634,10877900.0,-88.17
-1.5,14.633,10878200.0,-88.159
-1.4,14.634,10875600.0,-88.178
-1.3,14.634,10878100.0,-88.181
-1.2,14.63,10880900.0,-88.145
-1.1,14.633,10875500.0,-88.17
-1.0,14.631,10877900.0,-88.146
-0.9,14.631,10880000.0,-88.15
-0.8,14.63,10880000.0,-88.134
-0.7,14.627,10879800.0,-88.158
-0.6,14.631,10871800.0,-88.166
-0.5,14.628,10875900.0,-88.167
-0.4,14.628,10877400.0,-88.153
-0.3,14.627,10876900.0,-88.168
-0.2,14.623,10874500.0,-88.174
-0.1,14.627,10881400.0,-88.156
0.0,14.624,10875700.0,-88.148
0.1,14.624,10878700.0,-88.177
0.2,14.62,10878300.0,-88.173
0.3,14.623,10877900.0,-88.167
0.4,14.632,10877400.0,-88.139
0.5,14.626,10874800.0,-88.154
0.6,14.631,10878600.0,-88.152
0.7,14.634,10878500.0,-88.147
0.8,14.631,10882000.0,-88.14
0.9,14.618,10877500.0,-88.163
1.0,14.63,10881300.0,-88.171
1.1,14.623,10876500.0,-88.088
1.2,14.624,10877100.0,-88.126
1.3,14.624,10875900.0,-88.15
1.4,14.63,10880900.0,-88.163
1.5,14.624,10879300.0,-88.15
1.6,14.626,10878600.0,-88.169
1.7,14.627,10879900.0,-88.174
1.8,14.626,10883000.0,-88.157
1.9,14.627,10875600.0,-88.147
2.0,14.626,10876300.0,-88.186
2.1,14.627,10878900.0,-88.173
2.2,14.625,10876600.0,-88.16
2.3,14.625,10873100.0,-88.165
2.4,14.624,10877900.0,-88.147
2.5,14.628,10881700.0,-88.152
2.6,14.623,10878500.0,-88.169
2.7,14.626,10879200.0,-88.162
2.8,14.626,10878300.0,-88.164
2.9,14.621,10880700.0,-88.165
3.0,14.624,10877300.0,-88.158
