Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,22.870,33638.700,-0.252
1200.000,22.701,33727.300,-0.302
1250.000,21.418,33627.700,-0.311
1500.000,19.621,33779.600,-0.351
1600.000,19.425,33678.800,-0.376
1660.000,19.217,33757.200,-0.390
2000.000,19.636,33781.600,-0.483
2400.000,19.681,33776.400,-0.580
2500.000,19.613,33699.300,-0.594
3000.000,19.485,33701.500,-0.712
3200.000,19.528,33586.000,-0.755
3330.000,19.272,33549.700,-0.783
4000.000,19.594,33660.200,-0.940
4800.000,19.178,33566.500,-1.106
5000.000,19.407,33494.900,-1.151
6000.000,19.067,33672.600,-1.382
6400.000,18.983,33776.800,-1.479
6660.000,19.047,33706.600,-1.529
8000.000,18.891,33515.900,-1.815
9600.000,18.793,33502.100,-2.169
10000.000,18.817,33505.400,-2.263
12000.000,18.651,33389.300,-2.684
12500.000,18.642,33461.600,-2.806
15000.000,18.631,33424.700,-3.357
16000.000,18.605,33586.900,-3.597
16600.000,18.591,33346.500,-3.704
20000.000,18.534,33513.400,-4.471
24000.000,18.468,33368.300,-5.324
25000.000,18.439,33366.300,-5.541
30000.000,18.392,33292.200,-6.624
32000.000,18.369,33216.400,-7.045
33300.000,18.356,33200.100,-7.320
40000.000,18.289,33082.900,-8.748
48000.000,18.230,33005.300,-10.454
50000.000,18.216,32861.000,-10.837
60000.000,18.174,32609.600,-12.906
64000.000,18.151,32306.200,-13.636
66600.000,18.137,32312.300,-14.195
80000.000,18.082,31979.700,-16.897
96000.000,18.035,31356.600,-19.943
100000.000,18.026,31200.100,-20.689
120000.000,17.982,30304.800,-24.256
125000.000,17.967,29996.800,-25.040
150000.000,17.901,28789.700,-29.052
160000.000,17.877,28478.700,-30.778
166000.000,17.864,28122.600,-31.592
200000.000,17.801,26481.000,-36.316
240000.000,17.771,24658.700,-41.350
250000.000,17.764,24364.300,-42.828
300000.000,17.726,22211.000,-47.910
320000.000,17.696,21411.400,-49.623
333000.000,17.678,20925.800,-50.709
400000.000,17.607,18651.300,-55.605
480000.000,17.623,16290.700,-59.967
500000.000,17.628,15784.600,-60.922
600000.000,17.602,13652.100,-64.918
640000.000,17.597,12937.000,-66.234
666000.000,17.595,12503.100,-66.959
800000.000,17.588,10650.500,-70.258
960000.000,17.607,9013.940,-73.126
1000000.000,17.616,8676.020,-73.729
#,#,#,#
