Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,23.631,5192530.0,-50.273
-1.9,23.635,5190290.0,-50.242
-1.8,23.634,5187590.0,-50.225
-1.7,23.637,5188790.0,-50.245
-1.6,23.626,5190960.0,-50.26
-1.5,23.628,5191090.0,-50.273
-1.4,23.625,5192410.0,-50.26
-1.3,23.615,5194580.0,-50.293
-1.2,23.618,5194240.0,-50.293
-1.1,23.609,5193120.0,-50.258
-1.0,23.621,5190510.0,-50.264
-0.9,23.623,5191230.0,-50.251
-0.8,23.621,5189200.0,-50.238
-0.7,23.62,5189320.0,-50.244
-0.6,23.626,5190260.0,-50.226
-0.5,23.63,5187260.0,-50.211
-0.4,23.62,5187920.0,-50.204
-0.3,23.614,5192840.0,-50.262
-0.2,23.611,5197660.0,-50.316
-0.1,23.611,5200400.0,-50.328
0.0,23.607,5201570.0,-50.34
0.1,23.627,5204870.0,-50.383
0.2,23.625,5206340.0,-50.407
0.3,23.623,5207120.0,-50.411
0.4,23.621,5206830.0,-50.392
0.5,23.619,5205210.0,-50.392
0.6,23.605,5205660.0,-50.383
0.7,23.606,5205260.0,-50.393
0.8,23.602,5205960.0,-50.399
0.9,23.602,5204770.0,-50.376
1.0,23.602,5203570.0,-50.375
1.1,23.592,5202420.0,-50.349
1.2,23.596,5200940.0,-50.355
1.3,23.599,5203220.0,-50.373
1.4,23.589,5205050.0,-50.382
1.5,23.595,5204150.0,-50.387
1.6,23.591,5204370.0,-50.384
1.7,23.592,5202250.0,-50.36
1.8,23.587,5200290.0,-50.343
1.9,23.589,5199550.0,-50.317
2.0,23.585,5197220.0,-50.304
2.1,23.587,5198800.0,-50.318
2.2,23.586,5197850.0,-50.34
2.3,23.595,5199180.0,-50.338
2.4,23.599,5198520.0,-50.322
2.5,23.585,5196800.0,-50.302
2.6,23.583,5193410.0,-50.256
2.7,23.57,5191490.0,-50.256
2.8,23.57,5192940.0,-50.271
2.9,23.573,5194910.0,-50.278
3.0,23.573,5192520.0,-50.264
