Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.462,10291100.000,-87.872
1200.000,15.199,8715360.000,-88.145
1250.000,15.058,8453430.000,-87.817
1500.000,14.317,7410260.000,-87.837
1600.000,14.517,6847560.000,-88.282
1660.000,14.638,6552060.000,-88.491
2000.000,15.160,5249080.000,-89.173
2400.000,15.240,4353080.000,-89.009
2500.000,15.244,4175940.000,-88.946
3000.000,15.222,3484530.000,-89.105
3200.000,15.241,3263170.000,-89.036
3330.000,15.251,3133070.000,-89.010
4000.000,15.299,2600770.000,-88.988
4800.000,15.170,2185050.000,-89.083
5000.000,15.146,2101280.000,-89.184
6000.000,15.109,1755440.000,-89.169
6400.000,15.086,1648170.000,-89.156
6660.000,15.072,1585160.000,-89.146
8000.000,15.017,1324560.000,-89.099
9600.000,15.066,1100260.000,-89.168
10000.000,15.076,1055600.000,-89.186
12000.000,14.964,886201.000,-89.172
12500.000,14.976,850059.000,-89.176
15000.000,15.019,706366.000,-89.185
16000.000,15.011,662562.000,-89.182
16600.000,15.006,638841.000,-89.181
20000.000,14.982,531094.000,-89.177
24000.000,14.951,443507.000,-89.156
25000.000,14.944,425960.000,-89.153
30000.000,14.938,355090.000,-89.179
32000.000,14.924,333202.000,-89.171
33300.000,14.916,320363.000,-89.167
40000.000,14.880,267352.000,-89.141
48000.000,14.858,223125.000,-89.131
50000.000,14.853,214275.000,-89.127
60000.000,14.836,178767.000,-89.120
64000.000,14.826,167707.000,-89.115
66600.000,14.820,161229.000,-89.114
80000.000,14.792,134479.000,-89.112
96000.000,14.770,112234.000,-89.104
100000.000,14.766,107770.000,-89.093
120000.000,14.747,89927.400,-89.042
125000.000,14.737,86386.500,-89.040
150000.000,14.694,72198.400,-89.053
160000.000,14.678,67758.500,-89.024
166000.000,14.669,65347.800,-89.006
200000.000,14.628,54386.600,-88.901
240000.000,14.621,45350.300,-89.018
250000.000,14.619,43540.500,-89.043
300000.000,14.601,36330.400,-89.031
320000.000,14.577,34113.800,-89.047
333000.000,14.563,32813.000,-89.058
400000.000,14.509,27420.400,-89.142
480000.000,14.540,22799.200,-88.986
500000.000,14.548,21875.700,-88.960
600000.000,14.535,18245.300,-88.933
640000.000,14.535,17105.800,-88.929
666000.000,14.534,16438.600,-88.923
800000.000,14.537,13682.400,-88.899
960000.000,14.559,11384.600,-88.870
1000000.000,14.568,10922.900,-88.871
#,#,#,#
