Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.674,10149600.0,-88.181
-1.9,15.679,10149500.0,-88.168
-1.8,15.684,10148600.0,-88.167
-1.7,15.684,10150000.0,-88.174
-1.6,15.676,10150000.0,-88.166
-1.5,15.678,10151400.0,-88.175
-1.4,15.676,10151200.0,-88.168
-1.3,15.671,10149000.0,-88.158
-1.2,15.673,10149600.0,-88.17
-1.1,15.684,10147100.0,-88.183
-1.0,15.679,10146500.0,-88.184
-0.9,15.68,10150400.0,-88.208
-0.8,15.677,10152000.0,-88.197
-0.7,15.677,10151700.0,-88.176
-0.6,15.674,10144400.0,-88.178
-0.5,15.682,10149500.0,-88.183
-0.4,15.678,10145000.0,-88.182
-0.3,15.676,10146100.0,-88.197
-0.2,15.679,10146600.0,-88.18
-0.1,15.672,10151400.0,-88.162
0.0,15.678,10147900.0,-88.18
0.1,15.676,10149500.0,-88.179
0.2,15.677,10147700.0,-88.166
0.3,15.671,10147600.0,-88.171
0.4,15.681,10151100.0,-88.181
0.5,15.676,10150600.0,-88.175
0.6,15.68,10150200.0,-88.176
0.7,15.679,10150300.0,-88.175
0.8,15.68,10149300.0,-88.179
0.9,15.674,10149400.0,-88.189
1.0,15.673,10153900.0,-88.193
1.1,15.674,10151700.0,-88.165
1.2,15.671,10152400.0,-88.166
1.3,15.673,10151200.0,-88.165
1.4,15.683,10146200.0,-88.183
1.5,15.677,10147600.0,-88.175
1.6,15.682,10149100.0,-88.192
1.7,15.682,10149500.0,-88.189
1.8,15.683,10152100.0,-88.195
1.9,15.673,10153300.0,-88.166
2.0,15.682,10151900.0,-88.171
2.1,15.677,10152700.0,-88.163
2.2,15.673,10150000.0,-88.172
2.3,15.674,10149800.0,-88.162
2.4,15.676,10153000.0,-88.189
2.5,15.674,10154400.0,-88.18
2.6,15.679,10148300.0,-88.191
2.7,15.68,10150100.0,-88.194
2.8,15.674,10153400.0,-88.183
2.9,15.673,10151700.0,-88.166
3.0,15.676,10149100.0,-88.164
