Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.064,10563900.000,-88.216
1200.000,14.827,8945000.000,-88.492
1250.000,14.676,8670870.000,-88.173
1500.000,13.945,7599770.000,-88.208
1600.000,14.158,7024520.000,-88.675
1660.000,14.277,6720130.000,-88.888
2000.000,14.815,5372150.000,-89.585
2400.000,14.905,4448440.000,-89.408
2500.000,14.918,4267750.000,-89.350
3000.000,14.913,3557960.000,-89.518
3200.000,14.934,3330750.000,-89.450
3330.000,14.948,3197530.000,-89.414
4000.000,15.009,2651220.000,-89.406
4800.000,14.898,2226110.000,-89.486
5000.000,14.877,2139870.000,-89.596
6000.000,14.853,1786170.000,-89.575
6400.000,14.836,1676390.000,-89.561
6660.000,14.825,1612000.000,-89.550
8000.000,14.783,1345820.000,-89.498
9600.000,14.844,1116720.000,-89.554
10000.000,14.858,1071340.000,-89.564
12000.000,14.759,898707.000,-89.537
12500.000,14.774,861918.000,-89.539
15000.000,14.830,715596.000,-89.527
16000.000,14.825,671053.000,-89.522
16600.000,14.822,646925.000,-89.517
20000.000,14.809,537417.000,-89.495
24000.000,14.787,448494.000,-89.457
25000.000,14.783,430679.000,-89.448
30000.000,14.786,358832.000,-89.457
32000.000,14.776,336609.000,-89.442
33300.000,14.770,323599.000,-89.434
40000.000,14.741,269916.000,-89.390
48000.000,14.726,225170.000,-89.360
50000.000,14.722,216213.000,-89.353
60000.000,14.711,180306.000,-89.327
64000.000,14.703,169129.000,-89.318
66600.000,14.698,162583.000,-89.312
80000.000,14.676,135558.000,-89.296
96000.000,14.659,113102.000,-89.269
100000.000,14.656,108594.000,-89.254
120000.000,14.640,90589.900,-89.189
125000.000,14.631,87021.000,-89.186
150000.000,14.592,72710.500,-89.185
160000.000,14.577,68235.300,-89.152
166000.000,14.569,65805.300,-89.132
200000.000,14.531,54755.400,-89.018
240000.000,14.526,45650.900,-89.121
250000.000,14.525,43826.900,-89.144
300000.000,14.509,36562.800,-89.123
320000.000,14.487,34330.500,-89.135
333000.000,14.473,33020.800,-89.145
400000.000,14.420,27592.500,-89.221
480000.000,14.455,22937.400,-89.057
500000.000,14.462,22007.900,-89.029
600000.000,14.452,18353.500,-88.996
640000.000,14.452,17206.300,-88.990
666000.000,14.451,16534.800,-88.982
800000.000,14.456,13761.000,-88.953
960000.000,14.479,11449.000,-88.921
1000000.000,14.488,10984.400,-88.924
#,#,#,#
