Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,17.959,8831630.000,-85.478
1200.000,17.636,7504440.000,-85.919
1250.000,17.480,7264730.000,-85.669
1500.000,16.668,6344260.000,-85.796
1600.000,16.865,5886470.000,-86.318
1660.000,16.966,5642590.000,-86.565
2000.000,17.443,4557260.000,-87.402
2400.000,17.460,3790770.000,-87.385
2500.000,17.474,3639910.000,-87.425
3000.000,17.414,3044410.000,-87.709
3200.000,17.418,2853400.000,-87.701
3330.000,17.421,2741530.000,-87.708
4000.000,17.431,2281290.000,-87.829
4800.000,17.278,1918030.000,-88.014
5000.000,17.245,1844960.000,-88.127
6000.000,17.179,1543310.000,-88.214
6400.000,17.149,1449500.000,-88.235
6660.000,17.130,1394480.000,-88.248
8000.000,17.050,1166350.000,-88.294
9600.000,17.076,970440.000,-88.426
10000.000,17.081,931439.000,-88.457
12000.000,16.951,782158.000,-88.505
12500.000,16.958,750577.000,-88.524
15000.000,16.983,624570.000,-88.587
16000.000,16.969,586038.000,-88.603
16600.000,16.960,565150.000,-88.612
20000.000,16.919,470224.000,-88.655
24000.000,16.872,392943.000,-88.677
25000.000,16.862,377461.000,-88.679
30000.000,16.842,314933.000,-88.736
32000.000,16.823,295566.000,-88.738
33300.000,16.812,284209.000,-88.740
40000.000,16.762,237315.000,-88.744
48000.000,16.726,198192.000,-88.758
50000.000,16.717,190356.000,-88.760
60000.000,16.687,158914.000,-88.774
64000.000,16.673,149110.000,-88.777
66600.000,16.664,143367.000,-88.779
80000.000,16.623,119651.000,-88.795
96000.000,16.588,99913.800,-88.800
100000.000,16.583,95952.300,-88.798
120000.000,16.552,80111.500,-88.768
125000.000,16.539,76966.500,-88.770
150000.000,16.485,64348.700,-88.794
160000.000,16.465,60399.900,-88.773
166000.000,16.454,58255.800,-88.760
200000.000,16.403,48503.200,-88.681
240000.000,16.384,40464.500,-88.794
250000.000,16.381,38854.500,-88.819
300000.000,16.353,32434.200,-88.820
320000.000,16.327,30456.100,-88.838
333000.000,16.311,29295.600,-88.852
400000.000,16.247,24485.000,-88.930
480000.000,16.273,20370.400,-88.806
500000.000,16.279,19548.600,-88.784
600000.000,16.261,16308.700,-88.771
640000.000,16.259,15291.300,-88.768
666000.000,16.258,14695.200,-88.766
800000.000,16.258,12234.000,-88.752
960000.000,16.280,10180.900,-88.733
1000000.000,16.289,9768.340,-88.732
#,#,#,#
