Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,17.790,8854600.000,-81.827
1200.000,17.397,7553010.000,-82.632
1250.000,17.226,7326250.000,-82.477
1500.000,16.386,6430610.000,-82.855
1600.000,16.554,5973230.000,-83.537
1660.000,16.650,5730410.000,-83.844
2000.000,17.085,4643520.000,-85.099
2400.000,17.062,3872050.000,-85.363
2500.000,17.064,3720110.000,-85.451
3000.000,16.972,3119170.000,-85.984
3200.000,16.966,2925580.000,-86.052
3330.000,16.964,2811790.000,-86.113
4000.000,16.947,2343580.000,-86.428
4800.000,16.770,1974490.000,-86.790
5000.000,16.735,1899640.000,-86.941
6000.000,16.652,1591390.000,-87.187
6400.000,16.615,1495360.000,-87.262
6660.000,16.595,1438920.000,-87.305
8000.000,16.501,1204790.000,-87.481
9600.000,16.521,1003100.000,-87.752
10000.000,16.522,962872.000,-87.799
12000.000,16.384,809166.000,-87.948
12500.000,16.391,776575.000,-87.985
15000.000,16.411,646404.000,-88.138
16000.000,16.395,606599.000,-88.180
16600.000,16.385,585019.000,-88.206
20000.000,16.342,486869.000,-88.319
24000.000,16.294,406922.000,-88.398
25000.000,16.283,390907.000,-88.414
30000.000,16.263,326165.000,-88.522
32000.000,16.245,306127.000,-88.543
33300.000,16.234,294378.000,-88.555
40000.000,16.185,245814.000,-88.599
48000.000,16.151,205282.000,-88.647
50000.000,16.143,197166.000,-88.655
60000.000,16.115,164588.000,-88.695
64000.000,16.102,154429.000,-88.707
66600.000,16.094,148479.000,-88.716
80000.000,16.056,123904.000,-88.753
96000.000,16.024,103453.000,-88.774
100000.000,16.019,99352.300,-88.775
120000.000,15.991,82934.300,-88.758
125000.000,15.979,79675.900,-88.762
150000.000,15.928,66608.800,-88.796
160000.000,15.910,62519.100,-88.778
166000.000,15.899,60298.000,-88.766
200000.000,15.851,50195.600,-88.690
240000.000,15.836,41873.400,-88.814
250000.000,15.833,40205.700,-88.840
300000.000,15.808,33558.000,-88.843
320000.000,15.783,31511.400,-88.862
333000.000,15.768,30310.200,-88.876
400000.000,15.707,25330.700,-88.962
480000.000,15.735,21071.600,-88.832
500000.000,15.741,20220.500,-88.810
600000.000,15.724,16867.800,-88.795
640000.000,15.723,15815.200,-88.793
666000.000,15.722,15198.700,-88.790
800000.000,15.723,12652.000,-88.775
960000.000,15.746,10527.900,-88.753
1000000.000,15.755,10101.100,-88.752
#,#,#,#
