Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.191,11216100.0,-90.202
-1.9,14.187,11209400.0,-90.206
-1.8,14.191,11209900.0,-90.193
-1.7,14.192,11209400.0,-90.186
-1.6,14.199,11207800.0,-90.256
-1.5,14.187,11217200.0,-90.217
-1.4,14.189,11206100.0,-90.174
-1.3,14.193,11208400.0,-90.195
-1.2,14.192,11210600.0,-90.185
-1.1,14.193,11217200.0,-90.234
-1.0,14.189,11216900.0,-90.202
-0.9,14.188,11210600.0,-90.209
-0.8,14.189,11214300.0,-90.199
-0.7,14.19,11211600.0,-90.218
-0.6,14.195,11220400.0,-90.216
-0.5,14.181,11215500.0,-90.182
-0.4,14.191,11211300.0,-90.234
-0.3,14.187,11211300.0,-90.226
-0.2,14.188,11213700.0,-90.23
-0.1,14.189,11222700.0,-90.193
0.0,14.188,11214600.0,-90.168
0.1,14.196,11214200.0,-90.228
0.2,14.194,11216400.0,-90.237
0.3,14.194,11215000.0,-90.233
0.4,14.192,11223500.0,-90.192
0.5,14.19,11213500.0,-90.166
0.6,14.194,11216100.0,-90.223
0.7,14.196,11217900.0,-90.227
0.8,14.196,11216700.0,-90.236
0.9,14.188,11222900.0,-90.201
1.0,14.189,11214100.0,-90.195
1.1,14.194,11218200.0,-90.239
1.2,14.195,11218400.0,-90.236
1.3,14.197,11217600.0,-90.227
1.4,14.193,11215400.0,-90.223
1.5,14.187,11211400.0,-90.222
1.6,14.188,11217700.0,-90.245
1.7,14.191,11217200.0,-90.246
1.8,14.186,11218700.0,-90.225
1.9,14.199,11211500.0,-90.192
2.0,14.192,11204700.0,-90.239
2.1,14.19,11219400.0,-90.239
2.2,14.193,11218900.0,-90.224
2.3,14.193,11218600.0,-90.233
2.4,14.196,11211400.0,-90.187
2.5,14.192,11208200.0,-90.251
2.6,14.19,11216000.0,-90.22
2.7,14.192,11214700.0,-90.207
2.8,14.193,11213800.0,-90.187
2.9,14.192,11212300.0,-90.21
3.0,14.187,11216700.0,-90.211
