Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.663,10151100.0,-90.18
-1.9,15.663,10146400.0,-90.179
-1.8,15.659,10150600.0,-90.202
-1.7,15.661,10151600.0,-90.212
-1.6,15.664,10148300.0,-90.21
-1.5,15.668,10145300.0,-90.199
-1.4,15.676,10141700.0,-90.213
-1.3,15.669,10147200.0,-90.204
-1.2,15.666,10146500.0,-90.197
-1.1,15.674,10140900.0,-90.213
-1.0,15.67,10143300.0,-90.218
-0.9,15.673,10150300.0,-90.214
-0.8,15.679,10146100.0,-90.216
-0.7,15.676,10146400.0,-90.226
-0.6,15.676,10144300.0,-90.191
-0.5,15.672,10137400.0,-90.211
-0.4,15.681,10141000.0,-90.227
-0.3,15.676,10142900.0,-90.226
-0.2,15.671,10140400.0,-90.21
-0.1,15.674,10142300.0,-90.222
0.0,15.684,10142800.0,-90.215
0.1,15.682,10140800.0,-90.206
0.2,15.678,10142300.0,-90.213
0.3,15.677,10141900.0,-90.204
0.4,15.686,10144200.0,-90.194
0.5,15.675,10141800.0,-90.172
0.6,15.678,10135900.0,-90.192
0.7,15.678,10133500.0,-90.171
0.8,15.682,10137200.0,-90.168
0.9,15.685,10134000.0,-90.191
1.0,15.675,10138400.0,-90.204
1.1,15.674,10143100.0,-90.191
1.2,15.675,10140700.0,-90.204
1.3,15.678,10139200.0,-90.218
1.4,15.674,10141300.0,-90.198
1.5,15.686,10139600.0,-90.194
1.6,15.682,10133800.0,-90.192
1.7,15.681,10137500.0,-90.163
1.8,15.679,10137100.0,-90.179
1.9,15.678,10137600.0,-90.183
2.0,15.682,10139800.0,-90.202
2.1,15.679,10143600.0,-90.194
2.2,15.682,10143800.0,-90.228
2.3,15.688,10140900.0,-90.216
2.4,15.682,10143300.0,-90.194
2.5,15.675,10138500.0,-90.195
2.6,15.686,10134800.0,-90.197
2.7,15.677,10136900.0,-90.193
2.8,15.677,10137800.0,-90.194
2.9,15.687,10138900.0,-90.21
3.0,15.687,10141200.0,-90.198
