Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.328,8648400.000,-84.769
1200.000,17.998,7343100.000,-85.294
1250.000,17.837,7113040.000,-85.068
1500.000,17.028,6211040.000,-85.302
1600.000,17.215,5764550.000,-85.791
1660.000,17.312,5524280.000,-86.035
2000.000,17.781,4468530.000,-86.932
2400.000,17.792,3718140.000,-86.989
2500.000,17.800,3570530.000,-87.033
3000.000,17.735,2987720.000,-87.356
3200.000,17.736,2800970.000,-87.370
3330.000,17.739,2691580.000,-87.390
4000.000,17.741,2240410.000,-87.553
4800.000,17.582,1884890.000,-87.760
5000.000,17.548,1812720.000,-87.886
6000.000,17.477,1516850.000,-87.998
6400.000,17.445,1424740.000,-88.030
6660.000,17.425,1370710.000,-88.046
8000.000,17.340,1146740.000,-88.115
9600.000,17.366,954386.000,-88.270
10000.000,17.367,916045.000,-88.304
12000.000,17.235,769324.000,-88.370
12500.000,17.241,738254.000,-88.391
15000.000,17.262,614457.000,-88.471
16000.000,17.246,576573.000,-88.491
16600.000,17.237,556031.000,-88.503
20000.000,17.194,462689.000,-88.558
24000.000,17.144,386702.000,-88.591
25000.000,17.133,371457.000,-88.597
30000.000,17.111,309957.000,-88.662
32000.000,17.092,290905.000,-88.669
33300.000,17.080,279742.000,-88.673
40000.000,17.028,233602.000,-88.686
48000.000,16.991,195103.000,-88.707
50000.000,16.982,187394.000,-88.712
60000.000,16.951,156449.000,-88.732
64000.000,16.936,146800.000,-88.737
66600.000,16.927,141147.000,-88.741
80000.000,16.884,117803.000,-88.762
96000.000,16.850,98368.300,-88.774
100000.000,16.842,94473.800,-88.770
120000.000,16.811,78878.800,-88.746
125000.000,16.797,75782.700,-88.748
150000.000,16.743,63358.600,-88.776
160000.000,16.723,59470.100,-88.757
166000.000,16.712,57359.700,-88.744
200000.000,16.659,47752.700,-88.669
240000.000,16.641,39843.000,-88.784
250000.000,16.637,38257.900,-88.809
300000.000,16.609,31936.300,-88.813
320000.000,16.582,29988.300,-88.834
333000.000,16.567,28844.700,-88.847
400000.000,16.503,24106.200,-88.925
480000.000,16.528,20056.800,-88.804
500000.000,16.534,19247.700,-88.784
600000.000,16.516,16057.000,-88.772
640000.000,16.514,15055.200,-88.769
666000.000,16.513,14468.300,-88.767
800000.000,16.513,12044.900,-88.755
960000.000,16.536,10023.300,-88.732
1000000.000,16.545,9617.190,-88.735
#,#,#,#
