Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.417,11035600.0,-90.003
-1.9,14.421,11034200.0,-90.035
-1.8,14.42,11036700.0,-90.045
-1.7,14.423,11038600.0,-90.043
-1.6,14.423,11027900.0,-90.012
-1.5,14.425,11032900.0,-90.038
-1.4,14.427,11032400.0,-90.021
-1.3,14.427,11030900.0,-90.044
-1.2,14.432,11034900.0,-90.035
-1.1,14.421,11033400.0,-89.996
-1.0,14.421,11033300.0,-90.02
-0.9,14.424,11039200.0,-90.005
-0.8,14.427,11034600.0,-90.003
-0.7,14.424,11034100.0,-90.012
-0.6,14.426,11040400.0,-90.007
-0.5,14.425,11033700.0,-89.999
-0.4,14.423,11035400.0,-90.006
-0.3,14.425,11037900.0,-90.008
-0.2,14.421,11035800.0,-90.017
-0.1,14.424,11039900.0,-90.007
0.0,14.422,11040000.0,-89.987
0.1,14.42,11040000.0,-89.99
0.2,14.418,11036300.0,-90.002
0.3,14.416,11036700.0,-90.018
0.4,14.422,11042200.0,-90.021
0.5,14.417,11038800.0,-90.021
0.6,14.415,11042600.0,-89.996
0.7,14.421,11040300.0,-90.01
0.8,14.423,11040400.0,-90.003
0.9,14.419,11038500.0,-90.045
1.0,14.423,11038400.0,-90.002
1.1,14.422,11039400.0,-90.034
1.2,14.417,11042000.0,-90.029
1.3,14.419,11041500.0,-90.035
1.4,14.424,11037200.0,-90.033
1.5,14.421,11040400.0,-90.037
1.6,14.427,11037100.0,-90.044
1.7,14.424,11038600.0,-90.057
1.8,14.424,11038200.0,-90.063
1.9,14.415,11039500.0,-90.025
2.0,14.423,11033000.0,-90.048
2.1,14.418,11034100.0,-90.027
2.2,14.423,11031400.0,-90.037
2.3,14.423,11035400.0,-90.036
2.4,14.422,11037100.0,-90.034
2.5,14.426,11034100.0,-90.029
2.6,14.419,11033500.0,-90.019
2.7,14.422,11033600.0,-90.008
2.8,14.423,11033000.0,-90.025
2.9,14.421,11039600.0,-90.015
3.0,14.424,11037200.0,-90.038
