Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.295,9092200.0,-81.359
-1.9,17.291,9092170.0,-81.343
-1.8,17.292,9091240.0,-81.347
-1.7,17.296,9089820.0,-81.351
-1.6,17.299,9087540.0,-81.363
-1.5,17.29,9091030.0,-81.372
-1.4,17.301,9087550.0,-81.377
-1.3,17.3,9090680.0,-81.373
-1.2,17.298,9089710.0,-81.364
-1.1,17.29,9092480.0,-81.357
-1.0,17.301,9089610.0,-81.333
-0.9,17.298,9090360.0,-81.355
-0.8,17.297,9091320.0,-81.347
-0.7,17.297,9090090.0,-81.352
-0.6,17.3,9093660.0,-81.353
-0.5,17.308,9094020.0,-81.373
-0.4,17.293,9091010.0,-81.379
-0.3,17.296,9093150.0,-81.365
-0.2,17.297,9093430.0,-81.366
-0.1,17.305,9093400.0,-81.364
0.0,17.293,9094520.0,-81.349
0.1,17.299,9095460.0,-81.346
0.2,17.299,9093940.0,-81.344
0.3,17.298,9093750.0,-81.349
0.4,17.302,9093770.0,-81.371
0.5,17.303,9088280.0,-81.332
0.6,17.3,9088590.0,-81.305
0.7,17.301,9088470.0,-81.308
0.8,17.303,9088170.0,-81.306
0.9,17.304,9084240.0,-81.262
1.0,17.305,9083220.0,-81.271
1.1,17.303,9086230.0,-81.276
1.2,17.307,9085350.0,-81.287
1.3,17.304,9085610.0,-81.285
1.4,17.297,9085980.0,-81.304
1.5,17.303,9087680.0,-81.299
1.6,17.306,9082240.0,-81.316
1.7,17.308,9084560.0,-81.317
1.8,17.304,9085600.0,-81.33
1.9,17.312,9087400.0,-81.301
2.0,17.305,9083970.0,-81.297
2.1,17.306,9089650.0,-81.297
2.2,17.309,9087320.0,-81.288
2.3,17.314,9088120.0,-81.285
2.4,17.302,9083350.0,-81.322
2.5,17.304,9090880.0,-81.304
2.6,17.308,9083860.0,-81.297
2.7,17.302,9085950.0,-81.312
2.8,17.303,9086890.0,-81.306
2.9,17.309,9087520.0,-81.291
3.0,17.31,9085510.0,-81.282
