Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.916,9403850.0,-86.171
-1.9,16.916,9408400.0,-86.147
-1.8,16.918,9404900.0,-86.16
-1.7,16.908,9404100.0,-86.141
-1.6,16.907,9403380.0,-86.169
-1.5,16.906,9404690.0,-86.146
-1.4,16.902,9399840.0,-86.162
-1.3,16.906,9402880.0,-86.165
-1.2,16.909,9403870.0,-86.154
-1.1,16.9,9402520.0,-86.127
-1.0,16.9,9401180.0,-86.137
-0.9,16.9,9402890.0,-86.137
-0.8,16.893,9401910.0,-86.127
-0.7,16.896,9400400.0,-86.135
-0.6,16.897,9401210.0,-86.16
-0.5,16.894,9405860.0,-86.129
-0.4,16.895,9404400.0,-86.146
-0.3,16.894,9404430.0,-86.141
-0.2,16.897,9406400.0,-86.151
-0.1,16.893,9407040.0,-86.189
0.0,16.885,9408200.0,-86.191
0.1,16.893,9409050.0,-86.189
0.2,16.892,9409490.0,-86.167
0.3,16.893,9411330.0,-86.168
0.4,16.894,9409160.0,-86.146
0.5,16.892,9408180.0,-86.164
0.6,16.883,9409760.0,-86.149
0.7,16.882,9409060.0,-86.157
0.8,16.888,9406880.0,-86.161
0.9,16.886,9407590.0,-86.166
1.0,16.883,9405550.0,-86.16
1.1,16.891,9404710.0,-86.167
1.2,16.887,9407570.0,-86.183
1.3,16.884,9406070.0,-86.174
1.4,16.882,9411340.0,-86.155
1.5,16.888,9409660.0,-86.159
1.6,16.884,9409530.0,-86.186
1.7,16.89,9411070.0,-86.196
1.8,16.888,9410190.0,-86.157
1.9,16.883,9406960.0,-86.171
2.0,16.88,9406710.0,-86.164
2.1,16.881,9411600.0,-86.161
2.2,16.885,9412680.0,-86.154
2.3,16.881,9412680.0,-86.181
2.4,16.889,9406460.0,-86.202
2.5,16.886,9410620.0,-86.212
2.6,16.883,9408350.0,-86.184
2.7,16.891,9406370.0,-86.194
2.8,16.886,9406310.0,-86.181
2.9,16.889,9408530.0,-86.192
3.0,16.89,9411560.0,-86.17
