Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,21.938,6261850.0,-59.131
-1.9,21.931,6260010.0,-59.101
-1.8,21.912,6257630.0,-59.064
-1.7,21.895,6254260.0,-59.047
-1.6,21.876,6251440.0,-59.023
-1.5,21.874,6248470.0,-58.97
-1.4,21.871,6247480.0,-58.964
-1.3,21.866,6248550.0,-58.955
-1.2,21.854,6245480.0,-58.932
-1.1,21.837,6259480.0,-59.115
-1.0,21.822,6266700.0,-59.209
-0.9,21.835,6267530.0,-59.202
-0.8,21.825,6266270.0,-59.192
-0.7,21.821,6264430.0,-59.162
-0.6,21.819,6263310.0,-59.14
-0.5,21.814,6260660.0,-59.132
-0.4,21.82,6261110.0,-59.134
-0.3,21.824,6261340.0,-59.135
-0.2,21.824,6261920.0,-59.147
-0.1,21.827,6263010.0,-59.13
0.0,21.826,6261930.0,-59.125
0.1,21.833,6261630.0,-59.136
0.2,21.83,6260550.0,-59.135
0.3,21.828,6262260.0,-59.145
0.4,21.836,6265230.0,-59.135
0.5,21.832,6265640.0,-59.161
0.6,21.835,6268260.0,-59.205
0.7,21.833,6271300.0,-59.232
0.8,21.83,6274130.0,-59.252
0.9,21.832,6275320.0,-59.238
1.0,21.823,6272030.0,-59.212
1.1,21.826,6272510.0,-59.227
1.2,21.825,6282890.0,-59.343
1.3,21.824,6293960.0,-59.456
1.4,21.828,6296660.0,-59.487
1.5,21.811,6298680.0,-59.525
1.6,21.823,6301560.0,-59.523
1.7,21.822,6300430.0,-59.524
1.8,21.825,6300320.0,-59.505
1.9,21.822,6297060.0,-59.517
2.0,21.814,6296870.0,-59.502
2.1,21.823,6295730.0,-59.464
2.2,21.821,6294110.0,-59.431
2.3,21.818,6290980.0,-59.399
2.4,21.813,6286900.0,-59.382
2.5,21.812,6286880.0,-59.386
2.6,21.807,6286420.0,-59.352
2.7,21.808,6283710.0,-59.326
2.8,21.81,6281220.0,-59.294
2.9,21.807,6278500.0,-59.298
3.0,21.821,6279250.0,-59.301
