Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.103,8756910.000,-84.796
1200.000,17.761,7438460.000,-85.289
1250.000,17.607,7205840.000,-85.059
1500.000,16.796,6295110.000,-85.267
1600.000,16.976,5843900.000,-85.767
1660.000,17.077,5603200.000,-86.026
2000.000,17.544,4530640.000,-86.909
2400.000,17.556,3771290.000,-86.916
2500.000,17.560,3620290.000,-86.981
3000.000,17.491,3030240.000,-87.298
3200.000,17.491,2840720.000,-87.301
3330.000,17.492,2729870.000,-87.320
4000.000,17.493,2272630.000,-87.468
4800.000,17.325,1912520.000,-87.677
5000.000,17.294,1839420.000,-87.797
6000.000,17.220,1539650.000,-87.904
6400.000,17.186,1446290.000,-87.936
6660.000,17.164,1391520.000,-87.948
8000.000,17.078,1164400.000,-88.019
9600.000,17.098,969391.000,-88.176
10000.000,17.100,930388.000,-88.203
12000.000,16.963,781588.000,-88.269
12500.000,16.968,750090.000,-88.288
15000.000,16.987,624435.000,-88.368
16000.000,16.970,585984.000,-88.388
16600.000,16.960,565151.000,-88.401
20000.000,16.912,470404.000,-88.456
24000.000,16.860,393216.000,-88.490
25000.000,16.849,377750.000,-88.495
30000.000,16.824,315270.000,-88.562
32000.000,16.803,295920.000,-88.569
33300.000,16.791,284567.000,-88.573
40000.000,16.735,237679.000,-88.585
48000.000,16.695,198545.000,-88.607
50000.000,16.686,190705.000,-88.612
60000.000,16.652,159247.000,-88.633
64000.000,16.636,149436.000,-88.639
66600.000,16.626,143689.000,-88.643
80000.000,16.581,119949.000,-88.666
96000.000,16.543,100189.000,-88.679
100000.000,16.536,96221.200,-88.677
120000.000,16.502,80350.600,-88.654
125000.000,16.488,77200.300,-88.656
150000.000,16.431,64558.800,-88.686
160000.000,16.410,60600.800,-88.667
166000.000,16.399,58452.600,-88.654
200000.000,16.345,48673.400,-88.578
240000.000,16.323,40617.300,-88.699
250000.000,16.320,39002.900,-88.725
300000.000,16.289,32563.900,-88.731
320000.000,16.261,30580.500,-88.750
333000.000,16.245,29416.700,-88.766
400000.000,16.180,24589.600,-88.853
480000.000,16.203,20461.300,-88.728
500000.000,16.208,19636.300,-88.707
600000.000,16.188,16383.900,-88.698
640000.000,16.185,15362.500,-88.697
666000.000,16.183,14764.200,-88.695
800000.000,16.181,12293.000,-88.686
960000.000,16.201,10231.700,-88.674
1000000.000,16.209,9817.200,-88.680
#,#,#,#
