Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.217,9242060.0,-88.517
-1.9,17.217,9244460.0,-88.495
-1.8,17.22,9243970.0,-88.498
-1.7,17.216,9243920.0,-88.485
-1.6,17.214,9240180.0,-88.48
-1.5,17.218,9240130.0,-88.492
-1.4,17.212,9241180.0,-88.487
-1.3,17.212,9240380.0,-88.495
-1.2,17.214,9241500.0,-88.491
-1.1,17.218,9244210.0,-88.499
-1.0,17.212,9241660.0,-88.474
-0.9,17.215,9244920.0,-88.479
-0.8,17.219,9239390.0,-88.501
-0.7,17.216,9239630.0,-88.493
-0.6,17.212,9242660.0,-88.495
-0.5,17.216,9241610.0,-88.493
-0.4,17.212,9242540.0,-88.484
-0.3,17.213,9241920.0,-88.483
-0.2,17.213,9243260.0,-88.487
-0.1,17.216,9240230.0,-88.49
0.0,17.213,9242140.0,-88.487
0.1,17.212,9243580.0,-88.48
0.2,17.214,9242810.0,-88.483
0.3,17.214,9243240.0,-88.474
0.4,17.213,9240620.0,-88.499
0.5,17.212,9242790.0,-88.5
0.6,17.213,9243280.0,-88.513
0.7,17.216,9242020.0,-88.506
0.8,17.214,9243290.0,-88.49
0.9,17.218,9240830.0,-88.481
1.0,17.216,9241430.0,-88.495
1.1,17.216,9241420.0,-88.49
1.2,17.215,9239700.0,-88.48
1.3,17.212,9239350.0,-88.486
1.4,17.214,9244590.0,-88.496
1.5,17.22,9241950.0,-88.473
1.6,17.215,9243380.0,-88.484
1.7,17.215,9242460.0,-88.486
1.8,17.218,9243440.0,-88.471
1.9,17.218,9241510.0,-88.492
2.0,17.216,9246730.0,-88.493
2.1,17.219,9240210.0,-88.496
2.2,17.221,9241910.0,-88.503
2.3,17.218,9241790.0,-88.498
2.4,17.211,9241010.0,-88.5
2.5,17.216,9243290.0,-88.497
2.6,17.214,9242700.0,-88.49
2.7,17.21,9245210.0,-88.499
2.8,17.21,9243300.0,-88.495
2.9,17.22,9240200.0,-88.498
3.0,17.213,9240630.0,-88.5
