Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,19.004,8366710.0,-87.784
-1.9,19.004,8367470.0,-87.795
-1.8,19.007,8367060.0,-87.785
-1.7,19.011,8368580.0,-87.772
-1.6,19.01,8368080.0,-87.778
-1.5,19.01,8368800.0,-87.777
-1.4,19.008,8366540.0,-87.776
-1.3,19.004,8366680.0,-87.776
-1.2,19.005,8366550.0,-87.775
-1.1,19.012,8369080.0,-87.791
-1.0,19.009,8367410.0,-87.784
-0.9,19.013,8369740.0,-87.781
-0.8,19.01,8369040.0,-87.78
-0.7,19.009,8370470.0,-87.778
-0.6,19.011,8365990.0,-87.791
-0.5,19.009,8370970.0,-87.791
-0.4,19.011,8367650.0,-87.795
-0.3,19.007,8367940.0,-87.789
-0.2,19.015,8367420.0,-87.775
-0.1,19.007,8366020.0,-87.781
0.0,19.012,8369200.0,-87.8
0.1,19.012,8368880.0,-87.803
0.2,19.006,8367350.0,-87.796
0.3,19.006,8369370.0,-87.789
0.4,19.013,8367950.0,-87.765
0.5,19.008,8367780.0,-87.783
0.6,19.009,8367130.0,-87.771
0.7,19.004,8367250.0,-87.783
0.8,19.004,8367840.0,-87.793
0.9,19.012,8370480.0,-87.776
1.0,19.005,8368400.0,-87.767
1.1,19.006,8367780.0,-87.782
1.2,19.009,8369430.0,-87.774
1.3,19.006,8371230.0,-87.784
1.4,19.009,8369330.0,-87.78
1.5,19.01,8368570.0,-87.787
1.6,19.007,8369680.0,-87.779
1.7,19.006,8367880.0,-87.779
1.8,19.008,8369360.0,-87.785
1.9,19.008,8368810.0,-87.778
2.0,19.016,8371610.0,-87.785
2.1,19.01,8371120.0,-87.786
2.2,19.009,8372320.0,-87.791
2.3,19.006,8371840.0,-87.791
2.4,19.006,8367150.0,-87.782
2.5,19.007,8370750.0,-87.787
2.6,19.006,8368700.0,-87.789
2.7,19.01,8368680.0,-87.8
2.8,19.009,8368500.0,-87.797
2.9,19.006,8371500.0,-87.783
3.0,19.008,8368850.0,-87.779
