Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.142,11248000.0,-90.154
-1.9,14.148,11251500.0,-90.187
-1.8,14.148,11256400.0,-90.186
-1.7,14.144,11251000.0,-90.156
-1.6,14.145,11260000.0,-90.189
-1.5,14.146,11255400.0,-90.161
-1.4,14.147,11260600.0,-90.18
-1.3,14.148,11258800.0,-90.163
-1.2,14.144,11252600.0,-90.162
-1.1,14.15,11257500.0,-90.204
-1.0,14.148,11256300.0,-90.177
-0.9,14.148,11257800.0,-90.192
-0.8,14.146,11251800.0,-90.195
-0.7,14.152,11254700.0,-90.165
-0.6,14.147,11248200.0,-90.219
-0.5,14.152,11245700.0,-90.184
-0.4,14.147,11246700.0,-90.2
-0.3,14.144,11255600.0,-90.206
-0.2,14.152,11253100.0,-90.19
-0.1,14.15,11250300.0,-90.207
0.0,14.149,11250600.0,-90.183
0.1,14.15,11247700.0,-90.212
0.2,14.146,11252500.0,-90.2
0.3,14.152,11250300.0,-90.175
0.4,14.149,11249200.0,-90.189
0.5,14.144,11255300.0,-90.16
0.6,14.145,11251000.0,-90.184
0.7,14.143,11253700.0,-90.175
0.8,14.143,11251700.0,-90.16
0.9,14.147,11250800.0,-90.194
1.0,14.14,11254000.0,-90.162
1.1,14.145,11247500.0,-90.147
1.2,14.149,11248200.0,-90.177
1.3,14.149,11250000.0,-90.192
1.4,14.144,11252600.0,-90.161
1.5,14.136,11251300.0,-90.189
1.6,14.144,11255300.0,-90.147
1.7,14.148,11248600.0,-90.178
1.8,14.147,11256900.0,-90.196
1.9,14.142,11249900.0,-90.136
2.0,14.15,11250500.0,-90.189
2.1,14.142,11252700.0,-90.157
2.2,14.148,11252100.0,-90.201
2.3,14.152,11256700.0,-90.199
2.4,14.138,11252400.0,-90.167
2.5,14.153,11252300.0,-90.196
2.6,14.146,11255100.0,-90.174
2.7,14.152,11252400.0,-90.192
2.8,14.146,11253000.0,-90.172
2.9,14.148,11261500.0,-90.181
3.0,14.148,11254500.0,-90.194
