Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.473,10276300.000,-87.685
1200.000,15.203,8712090.000,-87.895
1250.000,15.063,8447700.000,-87.576
1500.000,14.318,7410590.000,-87.584
1600.000,14.511,6850160.000,-88.061
1660.000,14.620,6552690.000,-88.298
2000.000,15.140,5254260.000,-88.973
2400.000,15.204,4360620.000,-88.745
2500.000,15.218,4182690.000,-88.760
3000.000,15.192,3491710.000,-88.939
3200.000,15.206,3270340.000,-88.877
3330.000,15.215,3140180.000,-88.851
4000.000,15.256,2607230.000,-88.857
4800.000,15.129,2191380.000,-88.953
5000.000,15.102,2107470.000,-89.073
6000.000,15.061,1760990.000,-89.076
6400.000,15.039,1653470.000,-89.071
6660.000,15.025,1590340.000,-89.064
8000.000,14.968,1329070.000,-89.038
9600.000,15.015,1103900.000,-89.124
10000.000,15.025,1059180.000,-89.142
12000.000,14.914,889205.000,-89.144
12500.000,14.925,852969.000,-89.152
15000.000,14.969,708743.000,-89.172
16000.000,14.961,664770.000,-89.175
16600.000,14.956,640954.000,-89.176
20000.000,14.934,532820.000,-89.182
24000.000,14.903,444899.000,-89.171
25000.000,14.897,427298.000,-89.168
30000.000,14.893,356169.000,-89.202
32000.000,14.881,334202.000,-89.196
33300.000,14.873,321315.000,-89.192
40000.000,14.838,268118.000,-89.172
48000.000,14.818,223746.000,-89.164
50000.000,14.813,214865.000,-89.163
60000.000,14.798,179240.000,-89.157
64000.000,14.788,168143.000,-89.155
66600.000,14.782,161644.000,-89.154
80000.000,14.756,134812.000,-89.154
96000.000,14.735,112489.000,-89.148
100000.000,14.732,108019.000,-89.136
120000.000,14.715,90124.400,-89.085
125000.000,14.705,86573.200,-89.084
150000.000,14.664,72347.100,-89.098
160000.000,14.648,67896.700,-89.069
166000.000,14.640,65482.200,-89.052
200000.000,14.600,54495.800,-88.947
240000.000,14.595,45432.600,-89.064
250000.000,14.593,43617.600,-89.088
300000.000,14.576,36390.700,-89.077
320000.000,14.554,34168.900,-89.093
333000.000,14.540,32865.400,-89.103
400000.000,14.487,27463.800,-89.186
480000.000,14.520,22831.100,-89.031
500000.000,14.528,21906.000,-89.005
600000.000,14.517,18268.800,-88.977
640000.000,14.517,17127.900,-88.973
666000.000,14.517,16458.800,-88.966
800000.000,14.521,13697.700,-88.942
960000.000,14.545,11395.800,-88.910
1000000.000,14.554,10933.600,-88.909
#,#,#,#
