Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,20.145,7374950.0,-68.946
-1.9,20.146,7375060.0,-68.948
-1.8,20.146,7374410.0,-68.936
-1.7,20.145,7373910.0,-68.925
-1.6,20.15,7369450.0,-68.872
-1.5,20.142,7360210.0,-68.807
-1.4,20.143,7360940.0,-68.777
-1.3,20.139,7356240.0,-68.743
-1.2,20.14,7354390.0,-68.731
-1.1,20.144,7355170.0,-68.722
-1.0,20.147,7358660.0,-68.72
-0.9,20.139,7356220.0,-68.738
-0.8,20.144,7359920.0,-68.762
-0.7,20.148,7364050.0,-68.796
-0.6,20.139,7363980.0,-68.839
-0.5,20.143,7365020.0,-68.862
-0.4,20.152,7369220.0,-68.884
-0.3,20.152,7367080.0,-68.89
-0.2,20.147,7365940.0,-68.89
-0.1,20.145,7368850.0,-68.9
0.0,20.145,7371910.0,-68.917
0.1,20.145,7370620.0,-68.896
0.2,20.143,7370620.0,-68.884
0.3,20.143,7369970.0,-68.862
0.4,20.148,7361330.0,-68.806
0.5,20.15,7359640.0,-68.794
0.6,20.14,7362370.0,-68.818
0.7,20.143,7360010.0,-68.812
0.8,20.147,7359240.0,-68.79
0.9,20.134,7356750.0,-68.726
1.0,20.138,7353710.0,-68.694
1.1,20.148,7353980.0,-68.668
1.2,20.136,7354840.0,-68.672
1.3,20.124,7356790.0,-68.688
1.4,20.141,7354400.0,-68.692
1.5,20.125,7356520.0,-68.698
1.6,20.119,7354330.0,-68.701
1.7,20.121,7356040.0,-68.742
1.8,20.128,7363140.0,-68.81
1.9,20.121,7363990.0,-68.832
2.0,20.133,7362950.0,-68.824
2.1,20.141,7365640.0,-68.806
2.2,20.146,7364280.0,-68.814
2.3,20.141,7363670.0,-68.809
2.4,20.142,7361200.0,-68.783
2.5,20.139,7360780.0,-68.78
2.6,20.14,7356470.0,-68.752
2.7,20.134,7356850.0,-68.734
2.8,20.134,7355870.0,-68.727
2.9,20.136,7353340.0,-68.692
3.0,20.134,7350380.0,-68.696
