Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,14.964,10633600.000,-88.264
1200.000,14.728,8997400.000,-88.546
1250.000,14.581,8725190.000,-88.235
1500.000,13.857,7658210.000,-88.299
1600.000,14.071,7066860.000,-88.747
1660.000,14.186,6754090.000,-88.949
2000.000,14.731,5402370.000,-89.641
2400.000,14.807,4474120.000,-89.387
2500.000,14.832,4292150.000,-89.388
3000.000,14.826,3578300.000,-89.548
3200.000,14.849,3349690.000,-89.481
3330.000,14.862,3215510.000,-89.452
4000.000,14.924,2665870.000,-89.428
4800.000,14.816,2238130.000,-89.494
5000.000,14.793,2151920.000,-89.616
6000.000,14.769,1796090.000,-89.590
6400.000,14.752,1685780.000,-89.573
6660.000,14.742,1621090.000,-89.560
8000.000,14.699,1353440.000,-89.503
9600.000,14.761,1123080.000,-89.556
10000.000,14.775,1077370.000,-89.567
12000.000,14.677,903770.000,-89.544
12500.000,14.691,866810.000,-89.542
15000.000,14.746,719648.000,-89.531
16000.000,14.741,674849.000,-89.521
16600.000,14.738,650557.000,-89.519
20000.000,14.725,540436.000,-89.495
24000.000,14.704,451029.000,-89.455
25000.000,14.699,433121.000,-89.447
30000.000,14.702,360853.000,-89.455
32000.000,14.691,338537.000,-89.439
33300.000,14.685,325455.000,-89.431
40000.000,14.657,271469.000,-89.387
48000.000,14.640,226467.000,-89.356
50000.000,14.637,217465.000,-89.350
60000.000,14.626,181353.000,-89.324
64000.000,14.618,170111.000,-89.314
66600.000,14.613,163526.000,-89.308
80000.000,14.589,136350.000,-89.291
96000.000,14.573,113759.000,-89.267
100000.000,14.570,109226.000,-89.251
120000.000,14.555,91115.300,-89.186
125000.000,14.546,87525.600,-89.182
150000.000,14.507,73134.000,-89.183
160000.000,14.492,68632.100,-89.150
166000.000,14.484,66187.900,-89.130
200000.000,14.446,55074.700,-89.014
240000.000,14.441,45915.400,-89.122
250000.000,14.440,44081.700,-89.144
300000.000,14.424,36774.500,-89.125
320000.000,14.402,34530.100,-89.138
333000.000,14.389,33213.100,-89.147
400000.000,14.336,27751.400,-89.222
480000.000,14.369,23070.300,-89.061
500000.000,14.376,22135.500,-89.032
600000.000,14.365,18460.000,-89.000
640000.000,14.365,17306.300,-88.994
666000.000,14.366,16630.400,-88.986
800000.000,14.370,13840.400,-88.957
960000.000,14.393,11514.500,-88.920
1000000.000,14.401,11047.300,-88.917
#,#,#,#
