Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.376,69538.0,-0.434
-1.9,17.375,69541.8,-0.434
-1.8,17.309,69542.1,-0.433
-1.7,17.335,69544.2,-0.433
-1.6,17.274,69548.8,-0.433
-1.5,17.308,69547.0,-0.433
-1.4,17.342,69548.7,-0.434
-1.3,17.335,69551.3,-0.433
-1.2,17.386,69551.1,-0.435
-1.1,17.357,69548.3,-0.433
-1.0,17.286,69548.3,-0.433
-0.9,17.305,69545.9,-0.433
-0.8,17.312,69548.1,-0.434
-0.7,17.313,69550.7,-0.434
-0.6,17.365,69557.0,-0.434
-0.5,17.329,69551.5,-0.433
-0.4,17.338,69554.8,-0.434
-0.3,17.315,69554.8,-0.433
-0.2,17.298,69550.3,-0.432
-0.1,17.298,69555.1,-0.431
0.0,17.331,69551.9,-0.433
0.1,17.314,69550.6,-0.432
0.2,17.312,69548.2,-0.432
0.3,17.374,69550.4,-0.433
0.4,17.316,69552.3,-0.433
0.5,17.308,69554.5,-0.433
0.6,17.336,69556.2,-0.432
0.7,17.406,69554.3,-0.434
0.8,17.365,69557.8,-0.433
0.9,17.352,69557.4,-0.433
1.0,17.397,69555.4,-0.434
1.1,17.378,69554.2,-0.434
1.2,17.319,69555.8,-0.434
1.3,17.289,69556.1,-0.432
1.4,17.28,69570.4,-0.432
1.5,17.272,69570.1,-0.432
1.6,17.268,69569.1,-0.432
1.7,17.311,69570.5,-0.433
1.8,17.353,69572.0,-0.433
1.9,17.348,69572.6,-0.433
2.0,17.308,69570.9,-0.432
2.1,17.304,69570.5,-0.432
2.2,17.337,69570.7,-0.434
2.3,17.304,69573.0,-0.433
2.4,17.303,69575.3,-0.434
2.5,17.328,69573.4,-0.433
2.6,17.351,69574.9,-0.433
2.7,17.345,69577.0,-0.432
2.8,17.335,69574.1,-0.431
2.9,17.27,69574.1,-0.432
3.0,17.322,69578.2,-0.432
