Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.533,9626250.0,-88.137
-1.9,16.532,9621530.0,-88.141
-1.8,16.523,9623850.0,-88.146
-1.7,16.524,9624180.0,-88.146
-1.6,16.527,9626090.0,-88.169
-1.5,16.529,9627690.0,-88.16
-1.4,16.528,9621600.0,-88.15
-1.3,16.528,9623330.0,-88.148
-1.2,16.529,9623160.0,-88.141
-1.1,16.536,9623970.0,-88.169
-1.0,16.521,9627260.0,-88.165
-0.9,16.529,9626040.0,-88.147
-0.8,16.528,9621220.0,-88.153
-0.7,16.528,9623220.0,-88.156
-0.6,16.525,9623930.0,-88.168
-0.5,16.536,9626570.0,-88.162
-0.4,16.529,9622910.0,-88.142
-0.3,16.529,9622870.0,-88.142
-0.2,16.532,9624620.0,-88.139
-0.1,16.524,9621920.0,-88.148
0.0,16.526,9625210.0,-88.158
0.1,16.528,9623560.0,-88.138
0.2,16.528,9625590.0,-88.148
0.3,16.525,9627610.0,-88.139
0.4,16.528,9622490.0,-88.138
0.5,16.526,9624020.0,-88.155
0.6,16.523,9627160.0,-88.146
0.7,16.526,9626110.0,-88.159
0.8,16.524,9627280.0,-88.165
0.9,16.533,9625290.0,-88.142
1.0,16.528,9624760.0,-88.141
1.1,16.528,9623850.0,-88.168
1.2,16.527,9623550.0,-88.17
1.3,16.53,9622720.0,-88.158
1.4,16.527,9625530.0,-88.172
1.5,16.526,9627290.0,-88.16
1.6,16.527,9627320.0,-88.13
1.7,16.526,9627560.0,-88.137
1.8,16.526,9625910.0,-88.135
1.9,16.528,9622640.0,-88.128
2.0,16.529,9623250.0,-88.159
2.1,16.526,9626250.0,-88.162
2.2,16.526,9624360.0,-88.179
2.3,16.524,9625100.0,-88.17
2.4,16.53,9626420.0,-88.168
2.5,16.529,9624760.0,-88.148
2.6,16.531,9623810.0,-88.142
2.7,16.532,9626060.0,-88.139
2.8,16.533,9626020.0,-88.14
2.9,16.528,9626100.0,-88.158
3.0,16.523,9628800.0,-88.145
