Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.096,10538200.000,-87.689
1200.000,14.842,8932280.000,-87.922
1250.000,14.691,8660540.000,-87.631
1500.000,13.947,7606770.000,-87.659
1600.000,14.150,7025680.000,-88.143
1660.000,14.262,6716950.000,-88.363
2000.000,14.789,5380940.000,-89.086
2400.000,14.849,4462000.000,-88.851
2500.000,14.868,4281230.000,-88.875
3000.000,14.847,3572830.000,-89.055
3200.000,14.863,3345360.000,-88.987
3330.000,14.875,3212420.000,-88.970
4000.000,14.922,2666140.000,-88.974
4800.000,14.798,2240230.000,-89.071
5000.000,14.773,2154420.000,-89.194
6000.000,14.738,1799780.000,-89.188
6400.000,14.716,1689710.000,-89.185
6660.000,14.704,1625220.000,-89.177
8000.000,14.651,1357780.000,-89.149
9600.000,14.704,1127570.000,-89.231
10000.000,14.713,1081630.000,-89.243
12000.000,14.607,907925.000,-89.237
12500.000,14.619,870890.000,-89.246
15000.000,14.666,723442.000,-89.258
16000.000,14.659,678528.000,-89.259
16600.000,14.655,654170.000,-89.260
20000.000,14.635,543699.000,-89.258
24000.000,14.607,453936.000,-89.238
25000.000,14.602,435953.000,-89.234
30000.000,14.600,363341.000,-89.262
32000.000,14.588,340910.000,-89.253
33300.000,14.581,327765.000,-89.249
40000.000,14.548,273473.000,-89.221
48000.000,14.529,228200.000,-89.206
50000.000,14.525,219135.000,-89.203
60000.000,14.511,182786.000,-89.192
64000.000,14.502,171469.000,-89.187
66600.000,14.496,164840.000,-89.184
80000.000,14.471,137471.000,-89.180
96000.000,14.452,114716.000,-89.166
100000.000,14.448,110149.000,-89.154
120000.000,14.431,91898.600,-89.100
125000.000,14.421,88281.000,-89.097
150000.000,14.381,73775.800,-89.107
160000.000,14.365,69237.900,-89.077
166000.000,14.357,66774.100,-89.058
200000.000,14.319,55568.600,-88.949
240000.000,14.312,46331.500,-89.065
250000.000,14.311,44481.000,-89.090
300000.000,14.294,37111.000,-89.077
320000.000,14.272,34846.400,-89.092
333000.000,14.258,33518.100,-89.103
400000.000,14.204,28011.500,-89.185
480000.000,14.238,23285.300,-89.027
500000.000,14.246,22341.900,-89.000
600000.000,14.235,18632.700,-88.972
640000.000,14.234,17468.400,-88.967
666000.000,14.234,16786.700,-88.960
800000.000,14.238,13971.000,-88.936
960000.000,14.261,11623.500,-88.904
1000000.000,14.269,11152.000,-88.902
#,#,#,#
