Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.672,9003860.0,-88.332
-1.9,17.676,9002210.0,-88.331
-1.8,17.676,9001800.0,-88.339
-1.7,17.675,9001780.0,-88.331
-1.6,17.672,9003250.0,-88.346
-1.5,17.675,9006290.0,-88.343
-1.4,17.673,9004490.0,-88.336
-1.3,17.672,9003800.0,-88.337
-1.2,17.669,9005230.0,-88.337
-1.1,17.673,9001380.0,-88.342
-1.0,17.671,9000010.0,-88.339
-0.9,17.673,9002950.0,-88.34
-0.8,17.672,9003880.0,-88.34
-0.7,17.674,9002900.0,-88.347
-0.6,17.673,9004110.0,-88.336
-0.5,17.674,9002550.0,-88.353
-0.4,17.665,9004730.0,-88.341
-0.3,17.671,9004880.0,-88.344
-0.2,17.671,9004570.0,-88.336
-0.1,17.67,9005120.0,-88.331
0.0,17.671,9004240.0,-88.321
0.1,17.668,9003210.0,-88.325
0.2,17.668,9004990.0,-88.312
0.3,17.67,9003910.0,-88.316
0.4,17.666,9003230.0,-88.353
0.5,17.668,9002610.0,-88.346
0.6,17.673,9002320.0,-88.313
0.7,17.671,9002850.0,-88.333
0.8,17.67,9004450.0,-88.341
0.9,17.668,9003730.0,-88.352
1.0,17.674,9004160.0,-88.343
1.1,17.672,9005690.0,-88.342
1.2,17.669,9005540.0,-88.344
1.3,17.668,9006300.0,-88.358
1.4,17.669,9002130.0,-88.322
1.5,17.67,9003320.0,-88.353
1.6,17.661,9003160.0,-88.334
1.7,17.665,9003410.0,-88.337
1.8,17.669,9001410.0,-88.34
1.9,17.674,9004340.0,-88.343
2.0,17.673,9003630.0,-88.339
2.1,17.672,9003030.0,-88.36
2.2,17.674,9003180.0,-88.364
2.3,17.665,9006430.0,-88.352
2.4,17.67,9003320.0,-88.331
2.5,17.672,9002640.0,-88.343
2.6,17.668,9004950.0,-88.33
2.7,17.669,9002100.0,-88.322
2.8,17.671,9000640.0,-88.331
2.9,17.671,9003960.0,-88.339
3.0,17.669,9003620.0,-88.324
