Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.054,10567700.0,-88.182
-1.9,15.049,10568000.0,-88.197
-1.8,15.053,10566400.0,-88.192
-1.7,15.055,10568700.0,-88.174
-1.6,15.048,10564100.0,-88.205
-1.5,15.046,10568700.0,-88.215
-1.4,15.053,10569600.0,-88.197
-1.3,15.051,10573100.0,-88.207
-1.2,15.051,10569700.0,-88.195
-1.1,15.054,10573600.0,-88.18
-1.0,15.057,10571900.0,-88.188
-0.9,15.053,10565000.0,-88.202
-0.8,15.053,10563500.0,-88.187
-0.7,15.059,10566100.0,-88.188
-0.6,15.048,10565100.0,-88.206
-0.5,15.047,10570100.0,-88.194
-0.4,15.052,10571700.0,-88.187
-0.3,15.053,10571300.0,-88.196
-0.2,15.048,10571800.0,-88.189
-0.1,15.058,10570400.0,-88.192
0.0,15.047,10571900.0,-88.184
0.1,15.049,10566900.0,-88.195
0.2,15.05,10567100.0,-88.18
0.3,15.056,10568100.0,-88.184
0.4,15.051,10567900.0,-88.198
0.5,15.055,10569200.0,-88.18
0.6,15.057,10572300.0,-88.187
0.7,15.051,10571500.0,-88.2
0.8,15.051,10568000.0,-88.18
0.9,15.055,10569400.0,-88.184
1.0,15.05,10568700.0,-88.215
1.1,15.052,10573400.0,-88.184
1.2,15.051,10573200.0,-88.184
1.3,15.058,10571500.0,-88.189
1.4,15.053,10572900.0,-88.171
1.5,15.06,10569800.0,-88.153
1.6,15.053,10572100.0,-88.205
1.7,15.051,10568800.0,-88.213
1.8,15.048,10568400.0,-88.205
1.9,15.055,10572600.0,-88.216
2.0,15.047,10576700.0,-88.197
2.1,15.056,10570900.0,-88.167
2.2,15.053,10571700.0,-88.176
2.3,15.052,10574500.0,-88.174
2.4,15.057,10570500.0,-88.188
2.5,15.048,10567800.0,-88.202
2.6,15.046,10575600.0,-88.195
2.7,15.042,10576700.0,-88.193
2.8,15.045,10575100.0,-88.201
2.9,15.05,10575300.0,-88.181
3.0,15.051,10572000.0,-88.181
