Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.758,8968890.0,-89.912
-1.9,17.758,8970600.0,-89.884
-1.8,17.758,8969270.0,-89.907
-1.7,17.757,8970420.0,-89.909
-1.6,17.749,8972480.0,-89.879
-1.5,17.749,8973220.0,-89.9
-1.4,17.754,8971640.0,-89.9
-1.3,17.751,8973540.0,-89.884
-1.2,17.75,8973400.0,-89.897
-1.1,17.749,8969430.0,-89.9
-1.0,17.749,8974190.0,-89.914
-0.9,17.746,8974490.0,-89.896
-0.8,17.748,8973900.0,-89.91
-0.7,17.746,8972620.0,-89.906
-0.6,17.754,8966310.0,-89.89
-0.5,17.746,8969090.0,-89.898
-0.4,17.748,8976150.0,-89.91
-0.3,17.748,8973920.0,-89.906
-0.2,17.745,8972760.0,-89.908
-0.1,17.747,8966470.0,-89.899
0.0,17.745,8970400.0,-89.918
0.1,17.744,8970390.0,-89.909
0.2,17.74,8969720.0,-89.91
0.3,17.738,8967010.0,-89.898
0.4,17.746,8969450.0,-89.933
0.5,17.738,8971120.0,-89.896
0.6,17.739,8965110.0,-89.912
0.7,17.74,8965270.0,-89.92
0.8,17.738,8966750.0,-89.926
0.9,17.747,8971980.0,-89.9
1.0,17.737,8965530.0,-89.9
1.1,17.741,8972420.0,-89.903
1.2,17.737,8972110.0,-89.905
1.3,17.741,8974510.0,-89.894
1.4,17.75,8969920.0,-89.894
1.5,17.745,8971450.0,-89.916
1.6,17.743,8971200.0,-89.882
1.7,17.738,8970280.0,-89.874
1.8,17.742,8969090.0,-89.874
1.9,17.749,8972020.0,-89.915
2.0,17.744,8975190.0,-89.903
2.1,17.745,8969460.0,-89.903
2.2,17.742,8969750.0,-89.921
2.3,17.747,8972690.0,-89.926
2.4,17.747,8972090.0,-89.882
2.5,17.746,8966520.0,-89.908
2.6,17.746,8972910.0,-89.903
2.7,17.739,8973110.0,-89.904
2.8,17.743,8972720.0,-89.904
2.9,17.742,8971780.0,-89.901
3.0,17.739,8973490.0,-89.895
