Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,19.958,12333.300,-0.089
1200.000,19.498,12349.800,-0.103
1250.000,19.388,12344.200,-0.107
1500.000,18.358,12351.100,-0.122
1600.000,18.429,12361.600,-0.131
1660.000,18.405,12344.600,-0.137
2000.000,18.871,12351.400,-0.168
2400.000,18.750,12355.400,-0.200
2500.000,18.678,12374.400,-0.208
3000.000,18.507,12369.800,-0.247
3200.000,18.451,12367.000,-0.264
3330.000,18.480,12359.700,-0.274
4000.000,18.402,12370.600,-0.327
4800.000,18.133,12358.600,-0.387
5000.000,18.092,12370.400,-0.402
6000.000,17.961,12367.600,-0.480
6400.000,17.927,12368.200,-0.510
6660.000,17.889,12367.400,-0.530
8000.000,17.731,12358.700,-0.631
9600.000,17.723,12369.000,-0.757
10000.000,17.713,12368.700,-0.789
12000.000,17.559,12368.900,-0.938
12500.000,17.560,12363.700,-0.976
15000.000,17.545,12360.000,-1.171
16000.000,17.519,12357.600,-1.247
16600.000,17.503,12362.400,-1.292
20000.000,17.441,12351.000,-1.550
24000.000,17.365,12346.800,-1.852
25000.000,17.351,12353.600,-1.929
30000.000,17.316,12353.600,-2.309
32000.000,17.290,12351.800,-2.460
33300.000,17.274,12354.500,-2.558
40000.000,17.209,12336.900,-3.057
48000.000,17.158,12329.600,-3.657
50000.000,17.147,12324.400,-3.805
60000.000,17.106,12308.900,-4.551
64000.000,17.087,12299.300,-4.846
66600.000,17.074,12297.100,-5.039
80000.000,17.021,12260.900,-6.020
96000.000,16.979,12233.700,-7.196
100000.000,16.970,12219.800,-7.484
120000.000,16.930,12161.900,-8.928
125000.000,16.915,12157.300,-9.292
150000.000,16.852,12072.500,-11.052
160000.000,16.828,12038.000,-11.749
166000.000,16.816,12030.400,-12.179
200000.000,16.757,11891.000,-14.498
240000.000,16.730,11714.700,-17.187
250000.000,16.725,11676.700,-17.861
300000.000,16.690,11426.800,-21.065
320000.000,16.661,11326.600,-22.294
333000.000,16.643,11250.100,-23.060
400000.000,16.573,10876.200,-26.931
480000.000,16.591,10377.000,-31.276
500000.000,16.596,10250.300,-32.298
600000.000,16.570,9634.500,-36.994
640000.000,16.565,9392.720,-38.723
666000.000,16.563,9235.680,-39.791
800000.000,16.556,8466.780,-44.788
960000.000,16.572,7635.250,-49.740
1000000.000,16.581,7447.290,-50.872
#,#,#,#
