Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,19.144,8277080.000,-84.552
1200.000,18.796,7029260.000,-85.067
1250.000,18.637,6807540.000,-84.874
1500.000,17.823,5936600.000,-85.095
1600.000,17.995,5514210.000,-85.608
1660.000,18.089,5285720.000,-85.867
2000.000,18.559,4284030.000,-86.763
2400.000,18.567,3568040.000,-86.812
2500.000,18.576,3425300.000,-86.871
3000.000,18.499,2867070.000,-87.216
3200.000,18.496,2688000.000,-87.235
3330.000,18.494,2583140.000,-87.252
4000.000,18.487,2150960.000,-87.426
4800.000,18.322,1809420.000,-87.649
5000.000,18.290,1740260.000,-87.765
6000.000,18.213,1456410.000,-87.889
6400.000,18.180,1368070.000,-87.924
6660.000,18.155,1316180.000,-87.944
8000.000,18.064,1101140.000,-88.020
9600.000,18.081,916838.000,-88.185
10000.000,18.081,880012.000,-88.211
12000.000,17.942,738998.000,-88.287
12500.000,17.947,709250.000,-88.308
15000.000,17.965,590498.000,-88.390
16000.000,17.950,554106.000,-88.413
16600.000,17.938,534396.000,-88.425
20000.000,17.890,444745.000,-88.483
24000.000,17.836,371727.000,-88.515
25000.000,17.825,357082.000,-88.522
30000.000,17.798,298013.000,-88.588
32000.000,17.777,279711.000,-88.597
33300.000,17.766,268982.000,-88.601
40000.000,17.709,224639.000,-88.616
48000.000,17.667,187640.000,-88.638
50000.000,17.657,180234.000,-88.643
60000.000,17.622,150493.000,-88.664
64000.000,17.606,141219.000,-88.670
66600.000,17.595,135787.000,-88.674
80000.000,17.549,113344.000,-88.695
96000.000,17.511,94658.700,-88.709
100000.000,17.501,90921.300,-88.701
120000.000,17.466,75918.400,-88.680
125000.000,17.452,72939.000,-88.683
150000.000,17.394,60986.700,-88.710
160000.000,17.372,57246.800,-88.691
166000.000,17.360,55215.000,-88.679
200000.000,17.305,45974.900,-88.607
240000.000,17.282,38363.400,-88.718
250000.000,17.278,36839.500,-88.742
300000.000,17.250,30755.900,-88.744
320000.000,17.223,28880.800,-88.766
333000.000,17.207,27779.500,-88.777
400000.000,17.138,23217.800,-88.852
480000.000,17.159,19323.000,-88.736
500000.000,17.163,18544.500,-88.716
600000.000,17.142,15472.300,-88.705
640000.000,17.140,14508.000,-88.703
666000.000,17.138,13942.800,-88.700
800000.000,17.135,11609.000,-88.688
960000.000,17.157,9661.540,-88.665
1000000.000,17.166,9270.170,-88.663
#,#,#,#
