Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.377,10337000.0,-87.346
-1.9,15.379,10332900.0,-87.353
-1.8,15.377,10331500.0,-87.363
-1.7,15.38,10335000.0,-87.354
-1.6,15.381,10338700.0,-87.346
-1.5,15.377,10338900.0,-87.337
-1.4,15.382,10335200.0,-87.369
-1.3,15.38,10338100.0,-87.366
-1.2,15.381,10334700.0,-87.353
-1.1,15.383,10339100.0,-87.354
-1.0,15.375,10337000.0,-87.334
-0.9,15.376,10339000.0,-87.355
-0.8,15.379,10339100.0,-87.356
-0.7,15.377,10338600.0,-87.372
-0.6,15.382,10333400.0,-87.338
-0.5,15.385,10335200.0,-87.342
-0.4,15.382,10340300.0,-87.364
-0.3,15.383,10340700.0,-87.372
-0.2,15.38,10341500.0,-87.377
-0.1,15.38,10336400.0,-87.324
0.0,15.384,10334500.0,-87.364
0.1,15.383,10337800.0,-87.361
0.2,15.379,10339900.0,-87.334
0.3,15.386,10338000.0,-87.341
0.4,15.379,10337000.0,-87.337
0.5,15.384,10338100.0,-87.361
0.6,15.381,10339300.0,-87.335
0.7,15.383,10336700.0,-87.335
0.8,15.384,10339300.0,-87.345
0.9,15.377,10335800.0,-87.353
1.0,15.374,10338400.0,-87.356
1.1,15.379,10338500.0,-87.332
1.2,15.374,10337800.0,-87.335
1.3,15.372,10341200.0,-87.334
1.4,15.379,10334700.0,-87.362
1.5,15.375,10335600.0,-87.37
1.6,15.375,10343400.0,-87.36
1.7,15.375,10340200.0,-87.358
1.8,15.375,10341600.0,-87.36
1.9,15.38,10338500.0,-87.338
2.0,15.38,10334000.0,-87.374
2.1,15.381,10340100.0,-87.37
2.2,15.377,10338200.0,-87.363
2.3,15.379,10338400.0,-87.38
2.4,15.383,10337800.0,-87.336
2.5,15.383,10333800.0,-87.355
2.6,15.381,10334600.0,-87.366
2.7,15.381,10334900.0,-87.369
2.8,15.382,10336300.0,-87.373
2.9,15.376,10341100.0,-87.373
3.0,15.382,10336900.0,-87.355
