Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.935,9349960.0,-83.963
-1.9,16.936,9348410.0,-83.942
-1.8,16.94,9346910.0,-83.933
-1.7,16.942,9342160.0,-83.937
-1.6,16.937,9346330.0,-83.986
-1.5,16.94,9348900.0,-83.981
-1.4,16.942,9345480.0,-83.967
-1.3,16.939,9347530.0,-83.976
-1.2,16.934,9349190.0,-83.995
-1.1,16.932,9349350.0,-83.925
-1.0,16.944,9345470.0,-83.933
-0.9,16.938,9348390.0,-83.968
-0.8,16.937,9349440.0,-83.947
-0.7,16.936,9347950.0,-83.952
-0.6,16.93,9348230.0,-83.96
-0.5,16.926,9349170.0,-83.963
-0.4,16.932,9350610.0,-83.938
-0.3,16.931,9349530.0,-83.937
-0.2,16.928,9349990.0,-83.952
-0.1,16.928,9349880.0,-83.974
0.0,16.934,9351370.0,-83.952
0.1,16.927,9346550.0,-83.945
0.2,16.928,9348460.0,-83.94
0.3,16.93,9348510.0,-83.938
0.4,16.935,9349520.0,-83.961
0.5,16.926,9353470.0,-83.946
0.6,16.931,9349930.0,-83.974
0.7,16.932,9349830.0,-83.979
0.8,16.927,9350940.0,-83.973
0.9,16.935,9347730.0,-83.965
1.0,16.937,9350650.0,-83.954
1.1,16.936,9350120.0,-83.969
1.2,16.935,9349380.0,-83.974
1.3,16.936,9349250.0,-83.967
1.4,16.936,9350170.0,-83.97
1.5,16.941,9344890.0,-83.976
1.6,16.941,9349790.0,-83.996
1.7,16.945,9347080.0,-83.987
1.8,16.941,9346700.0,-83.983
1.9,16.931,9349220.0,-83.989
2.0,16.928,9349090.0,-83.967
2.1,16.931,9342970.0,-83.971
2.2,16.93,9343990.0,-83.976
2.3,16.929,9344660.0,-83.967
2.4,16.934,9350250.0,-83.989
2.5,16.926,9351390.0,-83.982
2.6,16.925,9347110.0,-83.969
2.7,16.925,9346360.0,-83.968
2.8,16.928,9347730.0,-83.967
2.9,16.937,9348070.0,-83.95
3.0,16.93,9350590.0,-83.984
